Source	Target	Reaction Name	Mass
29_0	C(C(C(CC(CO)=O)O)O)=O	Elimination + enol to keto	162.05282342
C(C(C(C(C(CO)O)O)O)O)=O	31_0	Elimination + enol to keto	180.063388104
31_0	O	Elimination + enol to keto	18.010564684
31_0	C(C(C(C(C(C)=O)O)O)O)=O	Elimination + enol to keto	162.05282342
C(C(C(C(C(CO)O)O)O)O)=O	33_0	Elimination + enol to keto	180.063388104
33_0	O	Elimination + enol to keto	18.010564684
33_0	C(CC(C(C(C=O)O)O)O)=O	Elimination + enol to keto	162.05282342
C(C(C(C(C(CO)O)O)O)O)=O	35_0	Hemiacetal Formation for 5 membered rings	180.063388104
35_0	C(C(C1C(C(C(O)O1)O)O)O)O	Hemiacetal Formation for 5 membered rings	180.063388104
C(C(C(C(C(CO)O)O)O)O)=O	37_0	Hemiacetal Formation for 6 membered rings	180.063388104
37_0	C(C1C(C(C(C(O)O1)O)O)O)O	Hemiacetal Formation for 6 membered rings	180.063388104
C(C(C(C(C(CO)O)O)O)O)=O	39_0	Hemiacetal Formation for 7 membered rings	180.063388104
39_0	C1C(C(C(C(C(O)O1)O)O)O)O	Hemiacetal Formation for 7 membered rings	180.063388104
C(CN)(O)=O	42_0	Transamination (inverse)	75.032028405
C(C(C(C(C(CO)O)O)O)O)=O	42_0	Transamination (inverse)	180.063388104
42_0	C(C(C(C(C(CN)O)O)O)O)O	Transamination (inverse)	181.095022585
42_0	C(C(O)=O)=O	Transamination (inverse)	74.00039392400001
C(CN)(O)=O	44_0	Strecker Degradation, HC	75.032028405
C(C(C(C(C(CO)O)O)O)O)=O	44_0	Strecker Degradation, HC	180.063388104
44_0	C(=O)=O	Strecker Degradation, HC	43.98982924
44_0	C(C(C(C(C(CN)O)O)O)O)O	Strecker Degradation, HC	181.095022585
44_0	C=O	Strecker Degradation, HC	30.010564684
C(C(C(C(C(CO)O)O)O)O)=O	46_0	Fe3 Complex Beta elimination from a sugar and Conversion to Acid	180.063388104
[Fe+3]	46_0	Fe3 Complex Beta elimination from a sugar and Conversion to Acid	55.933291759999996
46_0	[Fe+3]	Fe3 Complex Beta elimination from a sugar and Conversion to Acid	55.933291759999996
46_0	C(C(CC(C(CO)O)O)O)(O)=O	Fe3 Complex Beta elimination from a sugar and Conversion to Acid	180.063388104
C(C(C(C(C(CO)O)O)O)O)=O	48_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	180.063388104
[Fe+3]	48_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
[Fe+3]	48_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
48_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
48_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
48_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
48_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
48_0	C(C(C(C(C(CO)O)O)O)=O)=O	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	178.04773804
C(C(C(C(C(CO)O)O)O)O)=O	49_0	Fe3 ---> Fe2 Aldehyde to acid	180.063388104
[OH-]	49_0	Fe3 ---> Fe2 Aldehyde to acid	17.003288232
[Fe+3]	49_0	Fe3 ---> Fe2 Aldehyde to acid	55.933291759999996
[Fe+3]	49_0	Fe3 ---> Fe2 Aldehyde to acid	55.933291759999996
49_0	[H+]	Fe3 ---> Fe2 Aldehyde to acid	1.007276452
49_0	[Fe+2]	Fe3 ---> Fe2 Aldehyde to acid	55.933840339999996
49_0	[Fe+2]	Fe3 ---> Fe2 Aldehyde to acid	55.933840339999996
49_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Fe3 ---> Fe2 Aldehyde to acid	196.05830272400001
C(C(C(C=O)O)O)(CCO)=O	51_0	Aldol Condensation	162.05282342
51_0	C1(C(C(C(C1CO)O)O)O)=O	Aldol Condensation	162.05282342
C(C(C(C=O)O)O)(CCO)=O	51_1	Knoevenagel C	162.05282342
51_1	C1(C(C(C(C1CO)O)O)O)=O	Knoevenagel C	162.05282342
C(C(C(CC(CO)=O)O)O)=O	53_0	Aldol Condensation	162.05282342
53_0	C1(C(C(C(C(C1)O)O)O)O)=O	Aldol Condensation	162.05282342
C(C(C(CC(CO)=O)O)O)=O	53_1	Knoevenagel H	162.05282342
53_1	C1(C(C(C(C(C1)O)O)O)O)=O	Knoevenagel H	162.05282342
C(C(C(C(C(C)=O)O)O)O)=O	54_0	Aldol Condensation	162.05282342
54_0	C1(C(C(C(C(C1)O)O)O)O)=O	Aldol Condensation	162.05282342
C(CC(C(C(C=O)O)O)O)=O	56_0	Aldol Condensation	162.05282342
56_0	C(C1C(C(C(C1O)O)O)O)=O	Aldol Condensation	162.05282342
C(CC(C(C(C=O)O)O)O)=O	56_1	Knoevenagel C	162.05282342
56_1	C(C1C(C(C(C1O)O)O)O)=O	Knoevenagel C	162.05282342
C(CO)=O	57_0	Aldol Condensation	60.021129368000004
C(CO)=O	57_0	Aldol Condensation	60.021129368000004
57_0	C(C(C(CO)O)O)=O	Aldol Condensation	120.04225873600001
C(CO)=O	57_1	Knoevenagel H	60.021129368000004
C(CO)=O	57_1	Knoevenagel H	60.021129368000004
57_1	C(C(C(CO)O)O)=O	Knoevenagel H	120.04225873600001
C(CO)=O	58_0	Aldol Condensation	60.021129368000004
C(C(C(CO)O)O)=O	58_0	Aldol Condensation	120.04225873600001
58_0	C(C(C(C(C(CO)O)O)O)O)=O	Aldol Condensation	180.063388104
C(CO)=O	58_1	Knoevenagel H	60.021129368000004
C(C(C(CO)O)O)=O	58_1	Knoevenagel H	120.04225873600001
58_1	C(C(C(C(C(CO)O)O)O)O)=O	Knoevenagel H	180.063388104
C(CO)=O	60_0	Aldol Condensation	60.021129368000004
C(=O)=O	60_0	Aldol Condensation	43.98982924
60_0	C(C(C=O)O)(O)=O	Aldol Condensation	104.01095860800001
C(CO)=O	60_1	Knoevenagel H	60.021129368000004
C(=O)=O	60_1	Knoevenagel H	43.98982924
60_1	C(C(C=O)O)(O)=O	Knoevenagel H	104.01095860800001
C(CO)=O	62_0	Aldol Condensation	60.021129368000004
C(C(O)=O)=O	62_0	Aldol Condensation	74.00039392400001
62_0	C(C(C(C=O)O)O)(O)=O	Aldol Condensation	134.021523292
C(CO)=O	62_1	Knoevenagel H	60.021129368000004
C(C(O)=O)=O	62_1	Knoevenagel H	74.00039392400001
62_1	C(C(C(C=O)O)O)(O)=O	Knoevenagel H	134.021523292
C(CO)=O	64_0	Aldol Condensation	60.021129368000004
C=O	64_0	Aldol Condensation	30.010564684
64_0	C(C(CO)O)=O	Aldol Condensation	90.031694052
C(CO)=O	64_1	Knoevenagel H	60.021129368000004
C=O	64_1	Knoevenagel H	30.010564684
64_1	C(C(CO)O)=O	Knoevenagel H	90.031694052
C(C(CC(C(CO)O)O)=O)=O	66_0	Aldol Condensation	162.05282342
C=O	66_0	Aldol Condensation	30.010564684
66_0	C(C(C(CO)C(C(CO)O)O)=O)=O	Aldol Condensation	192.063388104
C(C(CC(C(CO)O)O)=O)=O	66_1	Knoevenagel C	162.05282342
C=O	66_1	Knoevenagel C	30.010564684
66_1	C(C(C(CO)C(C(CO)O)O)=O)=O	Knoevenagel C	192.063388104
C(CC(C(C(CO)O)O)=O)=O	68_0	Aldol Condensation	162.05282342
C=O	68_0	Aldol Condensation	30.010564684
68_0	C(C(C(C(C(CO)O)O)=O)CO)=O	Aldol Condensation	192.063388104
C(CC(C(C(CO)O)O)=O)=O	68_1	Knoevenagel C	162.05282342
C=O	68_1	Knoevenagel C	30.010564684
68_1	C(C(C(C(C(CO)O)O)=O)CO)=O	Knoevenagel C	192.063388104
C(C(C(CC(CO)O)=O)O)=O	70_0	Aldol Condensation	162.05282342
C=O	70_0	Aldol Condensation	30.010564684
70_0	C(C(C(C(CO)C(CO)O)=O)O)=O	Aldol Condensation	192.063388104
C(C(C(CC(CO)O)=O)O)=O	70_1	Knoevenagel C	162.05282342
C=O	70_1	Knoevenagel C	30.010564684
70_1	C(C(C(C(CO)C(CO)O)=O)O)=O	Knoevenagel C	192.063388104
C(CC(C=O)O)(C(CO)O)=O	72_0	Aldol Condensation	162.05282342
C=O	72_0	Aldol Condensation	30.010564684
72_0	C(C(CO)C(C=O)O)(C(CO)O)=O	Aldol Condensation	192.063388104
C(CC(C=O)O)(C(CO)O)=O	72_1	Knoevenagel C	162.05282342
C=O	72_1	Knoevenagel C	30.010564684
72_1	C(C(CO)C(C=O)O)(C(CO)O)=O	Knoevenagel C	192.063388104
C(C(C(C=O)O)O)(CCO)=O	74_0	Aldol Condensation	162.05282342
C=O	74_0	Aldol Condensation	30.010564684
74_0	C(C(C(C=O)O)O)(C(CO)CO)=O	Aldol Condensation	192.063388104
C(C(C(C=O)O)O)(CCO)=O	74_1	Knoevenagel C	162.05282342
C=O	74_1	Knoevenagel C	30.010564684
74_1	C(C(C(C=O)O)O)(C(CO)CO)=O	Knoevenagel C	192.063388104
C(C(C(CC(CO)=O)O)O)=O	76_0	Aldol Condensation	162.05282342
C=O	76_0	Aldol Condensation	30.010564684
76_0	C(C(C(C(C(CO)=O)CO)O)O)=O	Aldol Condensation	192.063388104
C(C(C(CC(CO)=O)O)O)=O	76_1	Knoevenagel C	162.05282342
C=O	76_1	Knoevenagel C	30.010564684
76_1	C(C(C(C(C(CO)=O)CO)O)O)=O	Knoevenagel C	192.063388104
C(C(C(CC(CO)=O)O)O)=O	78_0	Aldol Condensation	162.05282342
C=O	78_0	Aldol Condensation	30.010564684
78_0	C(C(CO)O)(CC(C(C=O)O)O)=O	Aldol Condensation	192.063388104
C(C(C(CC(CO)=O)O)O)=O	78_1	Knoevenagel H	162.05282342
C=O	78_1	Knoevenagel H	30.010564684
78_1	C(C(CO)O)(CC(C(C=O)O)O)=O	Knoevenagel H	192.063388104
C(C(C(C(C(C)=O)O)O)O)=O	80_0	Aldol Condensation	162.05282342
C=O	80_0	Aldol Condensation	30.010564684
80_0	C(C(C(C(C=O)O)O)O)(CCO)=O	Aldol Condensation	192.063388104
C(CC(C(C(C=O)O)O)O)=O	82_0	Aldol Condensation	162.05282342
C=O	82_0	Aldol Condensation	30.010564684
82_0	C(C(CO)C(C(C(C=O)O)O)O)=O	Aldol Condensation	192.063388104
C(CC(C(C(C=O)O)O)O)=O	82_1	Knoevenagel C	162.05282342
C=O	82_1	Knoevenagel C	30.010564684
82_1	C(C(CO)C(C(C(C=O)O)O)O)=O	Knoevenagel C	192.063388104
O	83_0	Benzilic Acid Rearrangement	18.010564684
C(C(CC(C(CO)O)O)=O)=O	83_0	Benzilic Acid Rearrangement	162.05282342
83_0	C(C(CC(C(CO)O)O)O)(O)=O	Benzilic Acid Rearrangement	180.063388104
O	83_1	Cannizarro 1	18.010564684
C(C(CC(C(CO)O)O)=O)=O	83_1	Cannizarro 1	162.05282342
83_1	C(C(CC(C(CO)O)O)O)(O)=O	Cannizarro 1	180.063388104
O	84_0	Benzilic Acid Rearrangement	18.010564684
C(C(C(C(C(CO)O)O)O)=O)=O	84_0	Benzilic Acid Rearrangement	178.04773804
84_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	Benzilic Acid Rearrangement	196.05830272400001
O	84_1	Cannizarro 1	18.010564684
C(C(C(C(C(CO)O)O)O)=O)=O	84_1	Cannizarro 1	178.04773804
84_1	C(C(C(C(C(CO)O)O)O)O)(O)=O	Cannizarro 1	196.05830272400001
C(C(C(C(C(CO)O)O)O)O)(O)=O	85_0	Benzilic Acid Rearrangement (inverse)	196.05830272400001
85_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
85_0	C(C(C(C(C(CO)O)O)O)=O)=O	Benzilic Acid Rearrangement (inverse)	178.04773804
C(C(CC(C(CO)O)O)O)(O)=O	86_0	Benzilic Acid Rearrangement (inverse)	180.063388104
86_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
86_0	C(C(CC(C(CO)O)O)=O)=O	Benzilic Acid Rearrangement (inverse)	162.05282342
C(C(C(CO)O)O)=O	87_0	Retro Aldol	120.04225873600001
87_0	C(CO)=O	Retro Aldol	60.021129368000004
87_0	C(CO)=O	Retro Aldol	60.021129368000004
C(C(C(CO)O)O)=O	87_1	Knoevenagel H (inv)	120.04225873600001
87_1	C(CO)=O	Knoevenagel H (inv)	60.021129368000004
87_1	C(CO)=O	Knoevenagel H (inv)	60.021129368000004
C(CO)(C(C(C(CO)O)O)O)=O	89_0	Retro Aldol	180.063388104
89_0	C(C(CO)O)=O	Retro Aldol	90.031694052
89_0	C(CO)(CO)=O	Retro Aldol	90.031694052
C(CO)(C(C(C(CO)O)O)O)=O	89_1	Knoevenagel H (inv)	180.063388104
89_1	C(C(CO)O)=O	Knoevenagel H (inv)	90.031694052
89_1	C(CO)(CO)=O	Knoevenagel H (inv)	90.031694052
C(C(CC(C(CO)O)O)=O)=O	91_0	Retro Aldol	162.05282342
91_0	C(C(CO)O)=O	Retro Aldol	90.031694052
91_0	C(C(C)=O)=O	Retro Aldol	72.021129368
C(CC(C(C(CO)O)O)=O)=O	93_0	Retro Aldol	162.05282342
93_0	C(CO)=O	Retro Aldol	60.021129368000004
93_0	C(CC(CO)=O)=O	Retro Aldol	102.031694052
C(CC(C(C(CO)O)O)=O)=O	93_1	Knoevenagel H (inv)	162.05282342
93_1	C(CO)=O	Knoevenagel H (inv)	60.021129368000004
93_1	C(CC(CO)=O)=O	Knoevenagel H (inv)	102.031694052
C(C(C(CC(CO)O)=O)O)=O	95_0	Retro Aldol	162.05282342
95_0	C(CO)=O	Retro Aldol	60.021129368000004
95_0	C(C(C(C)=O)O)=O	Retro Aldol	102.031694052
C(CC(C=O)O)(C(CO)O)=O	98_0	Retro Aldol	162.05282342
98_0	C(C=O)=O	Retro Aldol	58.005479304000005
98_0	C(C)(C(CO)O)=O	Retro Aldol	104.047344116
C(CC(C=O)O)(C(CO)O)=O	100_0	Retro Aldol	162.05282342
100_0	C=O	Retro Aldol	30.010564684
100_0	C(C(CC(CO)=O)O)=O	Retro Aldol	132.042258736
C(CC(C=O)O)(C(CO)O)=O	100_1	Knoevenagel H (inv)	162.05282342
100_1	C=O	Knoevenagel H (inv)	30.010564684
100_1	C(C(CC(CO)=O)O)=O	Knoevenagel H (inv)	132.042258736
C(C(C(C=O)O)O)(CCO)=O	102_0	Retro Aldol	162.05282342
102_0	C(CO)=O	Retro Aldol	60.021129368000004
102_0	C(C(CCO)=O)=O	Retro Aldol	102.031694052
C(C(C(C=O)O)O)(CCO)=O	102_1	Knoevenagel H (inv)	162.05282342
102_1	C(CO)=O	Knoevenagel H (inv)	60.021129368000004
102_1	C(C(CCO)=O)=O	Knoevenagel H (inv)	102.031694052
C(C(C(C=O)O)O)(CCO)=O	104_0	Retro Aldol	162.05282342
104_0	C(C=O)=O	Retro Aldol	58.005479304000005
104_0	C(CO)(CCO)=O	Retro Aldol	104.047344116
C(C(C(C=O)O)O)(CCO)=O	104_1	Knoevenagel H (inv)	162.05282342
104_1	C(C=O)=O	Knoevenagel H (inv)	58.005479304000005
104_1	C(CO)(CCO)=O	Knoevenagel H (inv)	104.047344116
C(C(C(C=O)O)O)(CCO)=O	106_0	Retro Aldol	162.05282342
106_0	C=O	Retro Aldol	30.010564684
106_0	C(C(C(C(C)=O)O)O)=O	Retro Aldol	132.042258736
C(C(C(CC(CO)=O)O)O)=O	107_0	Retro Aldol	162.05282342
107_0	C(CO)=O	Retro Aldol	60.021129368000004
107_0	C(CC(CO)=O)=O	Retro Aldol	102.031694052
C(C(C(CC(CO)=O)O)O)=O	107_1	Knoevenagel H (inv)	162.05282342
107_1	C(CO)=O	Knoevenagel H (inv)	60.021129368000004
107_1	C(CC(CO)=O)=O	Knoevenagel H (inv)	102.031694052
C(C(C(CC(CO)=O)O)O)=O	110_0	Retro Aldol	162.05282342
110_0	C(C(C=O)O)=O	Retro Aldol	88.016043988
110_0	C(C)(CO)=O	Retro Aldol	74.036779432
C(C(C(C(C(C)=O)O)O)O)=O	111_0	Retro Aldol	162.05282342
111_0	C(CO)=O	Retro Aldol	60.021129368000004
111_0	C(C(C(C)=O)O)=O	Retro Aldol	102.031694052
C(C(C(C(C(C)=O)O)O)O)=O	111_1	Knoevenagel H (inv)	162.05282342
111_1	C(CO)=O	Knoevenagel H (inv)	60.021129368000004
111_1	C(C(C(C)=O)O)=O	Knoevenagel H (inv)	102.031694052
C(C(C(C(C(C)=O)O)O)O)=O	112_0	Retro Aldol	162.05282342
112_0	C(C(C=O)O)=O	Retro Aldol	88.016043988
112_0	C(C)(CO)=O	Retro Aldol	74.036779432
C(C(C(C(C(C)=O)O)O)O)=O	112_1	Knoevenagel H (inv)	162.05282342
112_1	C(C(C=O)O)=O	Knoevenagel H (inv)	88.016043988
112_1	C(C)(CO)=O	Knoevenagel H (inv)	74.036779432
C(CC(C(C(C=O)O)O)O)=O	114_0	Retro Aldol	162.05282342
114_0	C(CO)=O	Retro Aldol	60.021129368000004
114_0	C(CC(C=O)O)=O	Retro Aldol	102.031694052
C(CC(C(C(C=O)O)O)O)=O	114_1	Knoevenagel H (inv)	162.05282342
114_1	C(CO)=O	Knoevenagel H (inv)	60.021129368000004
114_1	C(CC(C=O)O)=O	Knoevenagel H (inv)	102.031694052
C(CC(C(C(C=O)O)O)O)=O	117_0	Retro Aldol	162.05282342
117_0	C(C(C(C=O)O)O)=O	Retro Aldol	118.02660867200001
117_0	C(C)=O	Retro Aldol	44.026214748
C(C(C(C(C(CO)O)O)O)=O)=O	118_0	Retro Aldol	178.04773804
118_0	C(C(C(CO)O)O)=O	Retro Aldol	120.04225873600001
118_0	C(C=O)=O	Retro Aldol	58.005479304000005
C(C(C(C(C(CO)O)O)O)=O)=O	120_0	Retro Aldol	178.04773804
120_0	C(C(CO)O)=O	Retro Aldol	90.031694052
120_0	C(C(CO)=O)=O	Retro Aldol	88.016043988
C(C(C(C(C(CO)O)O)O)=O)=O	120_1	Knoevenagel H (inv)	178.04773804
120_1	C(C(CO)O)=O	Knoevenagel H (inv)	90.031694052
120_1	C(C(CO)=O)=O	Knoevenagel H (inv)	88.016043988
C(CO)=O	121_0	Keto-enol migration twice	60.021129368000004
121_0	C(CO)=O	Keto-enol migration twice	60.021129368000004
C(C(C(CO)O)O)=O	123_0	Keto-enol migration twice	120.04225873600001
123_0	C(CO)(C(CO)O)=O	Keto-enol migration twice	120.04225873600001
C(CO)(C(C(C(CO)O)O)O)=O	124_0	Keto-enol migration twice	180.063388104
124_0	C(C(C(C(C(CO)O)O)O)O)=O	Keto-enol migration twice	180.063388104
C(CO)(C(C(C(CO)O)O)O)=O	126_0	Keto-enol migration twice	180.063388104
126_0	C(C(C(CO)O)O)(C(CO)O)=O	Keto-enol migration twice	180.063388104
C(CC(C(C(CO)O)O)=O)=O	128_0	Keto-enol migration twice	162.05282342
128_0	C(CC(C(C(CO)O)=O)O)=O	Keto-enol migration twice	162.05282342
C(C(C(CC(CO)O)=O)O)=O	130_0	Keto-enol migration twice	162.05282342
130_0	C(C(CO)=O)(CC(CO)O)=O	Keto-enol migration twice	162.05282342
C(C(C(CC(CO)O)=O)O)=O	132_0	Keto-enol migration twice	162.05282342
132_0	C(C(C(CC(CO)O)O)=O)=O	Keto-enol migration twice	162.05282342
C(CC(C=O)O)(C(CO)O)=O	134_0	Keto-enol migration twice	162.05282342
134_0	C(C(CO)O)(CC(CO)=O)=O	Keto-enol migration twice	162.05282342
C(CC(C=O)O)(C(CO)O)=O	136_0	Keto-enol migration twice	162.05282342
136_0	C(C(CC(C(CO)=O)O)O)=O	Keto-enol migration twice	162.05282342
C(C(C(C=O)O)O)(CCO)=O	138_0	Keto-enol migration twice	162.05282342
138_0	C(CCO)(C(C(CO)=O)O)=O	Keto-enol migration twice	162.05282342
C(C(C(C=O)O)O)(CCO)=O	140_0	Keto-enol migration twice	162.05282342
140_0	C(C(C(C(CCO)O)=O)O)=O	Keto-enol migration twice	162.05282342
C(C(C(CC(CO)=O)O)O)=O	142_0	Keto-enol migration twice	162.05282342
142_0	C(CO)(C(CC(CO)=O)O)=O	Keto-enol migration twice	162.05282342
C(C(C(CC(CO)=O)O)O)=O	144_0	Keto-enol migration twice	162.05282342
144_0	C(C(C(CC(C=O)O)O)O)=O	Keto-enol migration twice	162.05282342
C(C(C(C(C(C)=O)O)O)O)=O	146_0	Keto-enol migration twice	162.05282342
146_0	C(C)(C(C(C(CO)=O)O)O)=O	Keto-enol migration twice	162.05282342
C(C(C(C(C(C)=O)O)O)O)=O	148_0	Keto-enol migration twice	162.05282342
148_0	C(C(C(C=O)O)O)(C(C)O)=O	Keto-enol migration twice	162.05282342
C(CC(C(C(C=O)O)O)O)=O	150_0	Keto-enol migration twice	162.05282342
150_0	C(CC(C(C(CO)=O)O)O)=O	Keto-enol migration twice	162.05282342
C(C(C(C(C(CO)O)O)O)=O)=O	152_0	Keto-enol migration twice	178.04773804
152_0	C(C(C(C(C(CO)O)O)=O)O)=O	Keto-enol migration twice	178.04773804
C(CO)=O	154_0	Amadori/Heyns Rearrangement	60.021129368000004
CN	154_0	Amadori/Heyns Rearrangement	31.042199165
154_0	O	Amadori/Heyns Rearrangement	18.010564684
154_0	C(CNC)=O	Amadori/Heyns Rearrangement	73.052763849
C(C(C(CO)O)O)=O	156_0	Amadori/Heyns Rearrangement	120.04225873600001
CN	156_0	Amadori/Heyns Rearrangement	31.042199165
156_0	O	Amadori/Heyns Rearrangement	18.010564684
156_0	C(CNC)(C(CO)O)=O	Amadori/Heyns Rearrangement	133.073893217
C(CO)(C(C(C(CO)O)O)O)=O	158_0	Amadori/Heyns Rearrangement	180.063388104
CN	158_0	Amadori/Heyns Rearrangement	31.042199165
158_0	O	Amadori/Heyns Rearrangement	18.010564684
158_0	C(C(C(C(C(CO)O)O)O)NC)=O	Amadori/Heyns Rearrangement	193.095022585
C(CO)(C(C(C(CO)O)O)O)=O	160_0	Amadori/Heyns Rearrangement	180.063388104
CN	160_0	Amadori/Heyns Rearrangement	31.042199165
160_0	O	Amadori/Heyns Rearrangement	18.010564684
160_0	C(C(C(CO)O)O)(C(CO)NC)=O	Amadori/Heyns Rearrangement	193.095022585
CN	162_0	Amadori/Heyns Rearrangement	31.042199165
C(CC(C(C(CO)O)O)=O)=O	162_0	Amadori/Heyns Rearrangement	162.05282342
162_0	O	Amadori/Heyns Rearrangement	18.010564684
162_0	C(CC(C(C(CO)O)=O)NC)=O	Amadori/Heyns Rearrangement	175.084457901
CN	164_0	Amadori/Heyns Rearrangement	31.042199165
C(C(C(CC(CO)O)=O)O)=O	164_0	Amadori/Heyns Rearrangement	162.05282342
164_0	O	Amadori/Heyns Rearrangement	18.010564684
164_0	C(C(CNC)=O)(CC(CO)O)=O	Amadori/Heyns Rearrangement	175.084457901
CN	166_0	Amadori/Heyns Rearrangement	31.042199165
C(C(C(CC(CO)O)=O)O)=O	166_0	Amadori/Heyns Rearrangement	162.05282342
166_0	O	Amadori/Heyns Rearrangement	18.010564684
166_0	C(C(C(CC(CO)O)NC)=O)=O	Amadori/Heyns Rearrangement	175.084457901
CN	168_0	Amadori/Heyns Rearrangement	31.042199165
C(CC(C=O)O)(C(CO)O)=O	168_0	Amadori/Heyns Rearrangement	162.05282342
168_0	O	Amadori/Heyns Rearrangement	18.010564684
168_0	C(C(CO)O)(CC(CNC)=O)=O	Amadori/Heyns Rearrangement	175.084457901
CN	170_0	Amadori/Heyns Rearrangement	31.042199165
C(CC(C=O)O)(C(CO)O)=O	170_0	Amadori/Heyns Rearrangement	162.05282342
170_0	O	Amadori/Heyns Rearrangement	18.010564684
170_0	C(C(CC(C(CO)=O)NC)O)=O	Amadori/Heyns Rearrangement	175.084457901
CN	172_0	Amadori/Heyns Rearrangement	31.042199165
C(C(C(C=O)O)O)(CCO)=O	172_0	Amadori/Heyns Rearrangement	162.05282342
172_0	O	Amadori/Heyns Rearrangement	18.010564684
172_0	C(CCO)(C(C(CNC)=O)O)=O	Amadori/Heyns Rearrangement	175.084457901
CN	174_0	Amadori/Heyns Rearrangement	31.042199165
C(C(C(C=O)O)O)(CCO)=O	174_0	Amadori/Heyns Rearrangement	162.05282342
174_0	O	Amadori/Heyns Rearrangement	18.010564684
