Source	Target	R or P	Reaction Name	Mass
76_1	C(C(C(C(C(CO)=O)CO)O)O)=O	1	Knoevenagel C	192.063388104
78_0	C(C(C(CC(CO)=O)O)O)=O	-1	Aldol Condensation	162.05282342
78_0	C=O	-1	Aldol Condensation	30.010564684
78_0	C(C(CO)O)(CC(C(C=O)O)O)=O	1	Aldol Condensation	192.063388104
78_1	C(C(C(CC(CO)=O)O)O)=O	-1	Knoevenagel H	162.05282342
78_1	C=O	-1	Knoevenagel H	30.010564684
78_1	C(C(CO)O)(CC(C(C=O)O)O)=O	1	Knoevenagel H	192.063388104
80_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Aldol Condensation	162.05282342
80_0	C=O	-1	Aldol Condensation	30.010564684
80_0	C(C(C(C(C=O)O)O)O)(CCO)=O	1	Aldol Condensation	192.063388104
82_0	C(CC(C(C(C=O)O)O)O)=O	-1	Aldol Condensation	162.05282342
82_0	C=O	-1	Aldol Condensation	30.010564684
82_0	C(C(CO)C(C(C(C=O)O)O)O)=O	1	Aldol Condensation	192.063388104
82_1	C(CC(C(C(C=O)O)O)O)=O	-1	Knoevenagel C	162.05282342
82_1	C=O	-1	Knoevenagel C	30.010564684
82_1	C(C(CO)C(C(C(C=O)O)O)O)=O	1	Knoevenagel C	192.063388104
83_0	O	-1	Benzilic Acid Rearrangement	18.010564684
83_0	C(C(CC(C(CO)O)O)=O)=O	-1	Benzilic Acid Rearrangement	162.05282342
83_0	C(C(CC(C(CO)O)O)O)(O)=O	1	Benzilic Acid Rearrangement	180.063388104
83_1	O	-1	Cannizarro 1	18.010564684
83_1	C(C(CC(C(CO)O)O)=O)=O	-1	Cannizarro 1	162.05282342
83_1	C(C(CC(C(CO)O)O)O)(O)=O	1	Cannizarro 1	180.063388104
84_0	O	-1	Benzilic Acid Rearrangement	18.010564684
84_0	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Benzilic Acid Rearrangement	178.04773804
84_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Benzilic Acid Rearrangement	196.05830272400001
84_1	O	-1	Cannizarro 1	18.010564684
84_1	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Cannizarro 1	178.04773804
84_1	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 1	196.05830272400001
85_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	196.05830272400001
85_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
85_0	C(C(C(C(C(CO)O)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	178.04773804
86_0	C(C(CC(C(CO)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	180.063388104
86_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
86_0	C(C(CC(C(CO)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	162.05282342
87_0	C(C(C(CO)O)O)=O	-1	Retro Aldol	120.04225873600001
87_0	C(CO)=O	1	Retro Aldol	60.021129368000004
87_0	C(CO)=O	1	Retro Aldol	60.021129368000004
87_1	C(C(C(CO)O)O)=O	-1	Knoevenagel H (inv)	120.04225873600001
87_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
87_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
89_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Retro Aldol	180.063388104
89_0	C(C(CO)O)=O	1	Retro Aldol	90.031694052
89_0	C(CO)(CO)=O	1	Retro Aldol	90.031694052
89_1	C(CO)(C(C(C(CO)O)O)O)=O	-1	Knoevenagel H (inv)	180.063388104
89_1	C(C(CO)O)=O	1	Knoevenagel H (inv)	90.031694052
89_1	C(CO)(CO)=O	1	Knoevenagel H (inv)	90.031694052
91_0	C(C(CC(C(CO)O)O)=O)=O	-1	Retro Aldol	162.05282342
91_0	C(C(CO)O)=O	1	Retro Aldol	90.031694052
91_0	C(C(C)=O)=O	1	Retro Aldol	72.021129368
93_0	C(CC(C(C(CO)O)O)=O)=O	-1	Retro Aldol	162.05282342
93_0	C(CO)=O	1	Retro Aldol	60.021129368000004
93_0	C(CC(CO)=O)=O	1	Retro Aldol	102.031694052
93_1	C(CC(C(C(CO)O)O)=O)=O	-1	Knoevenagel H (inv)	162.05282342
93_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
93_1	C(CC(CO)=O)=O	1	Knoevenagel H (inv)	102.031694052
95_0	C(C(C(CC(CO)O)=O)O)=O	-1	Retro Aldol	162.05282342
95_0	C(CO)=O	1	Retro Aldol	60.021129368000004
95_0	C(C(C(C)=O)O)=O	1	Retro Aldol	102.031694052
98_0	C(CC(C=O)O)(C(CO)O)=O	-1	Retro Aldol	162.05282342
98_0	C(C=O)=O	1	Retro Aldol	58.005479304000005
98_0	C(C)(C(CO)O)=O	1	Retro Aldol	104.047344116
100_0	C(CC(C=O)O)(C(CO)O)=O	-1	Retro Aldol	162.05282342
100_0	C=O	1	Retro Aldol	30.010564684
100_0	C(C(CC(CO)=O)O)=O	1	Retro Aldol	132.042258736
100_1	C(CC(C=O)O)(C(CO)O)=O	-1	Knoevenagel H (inv)	162.05282342
100_1	C=O	1	Knoevenagel H (inv)	30.010564684
100_1	C(C(CC(CO)=O)O)=O	1	Knoevenagel H (inv)	132.042258736
102_0	C(C(C(C=O)O)O)(CCO)=O	-1	Retro Aldol	162.05282342
102_0	C(CO)=O	1	Retro Aldol	60.021129368000004
102_0	C(C(CCO)=O)=O	1	Retro Aldol	102.031694052
102_1	C(C(C(C=O)O)O)(CCO)=O	-1	Knoevenagel H (inv)	162.05282342
102_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
102_1	C(C(CCO)=O)=O	1	Knoevenagel H (inv)	102.031694052
104_0	C(C(C(C=O)O)O)(CCO)=O	-1	Retro Aldol	162.05282342
104_0	C(C=O)=O	1	Retro Aldol	58.005479304000005
104_0	C(CO)(CCO)=O	1	Retro Aldol	104.047344116
104_1	C(C(C(C=O)O)O)(CCO)=O	-1	Knoevenagel H (inv)	162.05282342
104_1	C(C=O)=O	1	Knoevenagel H (inv)	58.005479304000005
104_1	C(CO)(CCO)=O	1	Knoevenagel H (inv)	104.047344116
106_0	C(C(C(C=O)O)O)(CCO)=O	-1	Retro Aldol	162.05282342
106_0	C=O	1	Retro Aldol	30.010564684
106_0	C(C(C(C(C)=O)O)O)=O	1	Retro Aldol	132.042258736
107_0	C(C(C(CC(CO)=O)O)O)=O	-1	Retro Aldol	162.05282342
107_0	C(CO)=O	1	Retro Aldol	60.021129368000004
107_0	C(CC(CO)=O)=O	1	Retro Aldol	102.031694052
107_1	C(C(C(CC(CO)=O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
107_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
107_1	C(CC(CO)=O)=O	1	Knoevenagel H (inv)	102.031694052
110_0	C(C(C(CC(CO)=O)O)O)=O	-1	Retro Aldol	162.05282342
110_0	C(C(C=O)O)=O	1	Retro Aldol	88.016043988
110_0	C(C)(CO)=O	1	Retro Aldol	74.036779432
111_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Retro Aldol	162.05282342
111_0	C(CO)=O	1	Retro Aldol	60.021129368000004
111_0	C(C(C(C)=O)O)=O	1	Retro Aldol	102.031694052
111_1	C(C(C(C(C(C)=O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
111_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
111_1	C(C(C(C)=O)O)=O	1	Knoevenagel H (inv)	102.031694052
112_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Retro Aldol	162.05282342
112_0	C(C(C=O)O)=O	1	Retro Aldol	88.016043988
112_0	C(C)(CO)=O	1	Retro Aldol	74.036779432
112_1	C(C(C(C(C(C)=O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
112_1	C(C(C=O)O)=O	1	Knoevenagel H (inv)	88.016043988
112_1	C(C)(CO)=O	1	Knoevenagel H (inv)	74.036779432
114_0	C(CC(C(C(C=O)O)O)O)=O	-1	Retro Aldol	162.05282342
114_0	C(CO)=O	1	Retro Aldol	60.021129368000004
114_0	C(CC(C=O)O)=O	1	Retro Aldol	102.031694052
114_1	C(CC(C(C(C=O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
114_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
114_1	C(CC(C=O)O)=O	1	Knoevenagel H (inv)	102.031694052
117_0	C(CC(C(C(C=O)O)O)O)=O	-1	Retro Aldol	162.05282342
117_0	C(C(C(C=O)O)O)=O	1	Retro Aldol	118.02660867200001
117_0	C(C)=O	1	Retro Aldol	44.026214748
118_0	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Retro Aldol	178.04773804
118_0	C(C(C(CO)O)O)=O	1	Retro Aldol	120.04225873600001
118_0	C(C=O)=O	1	Retro Aldol	58.005479304000005
120_0	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Retro Aldol	178.04773804
120_0	C(C(CO)O)=O	1	Retro Aldol	90.031694052
120_0	C(C(CO)=O)=O	1	Retro Aldol	88.016043988
120_1	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Knoevenagel H (inv)	178.04773804
120_1	C(C(CO)O)=O	1	Knoevenagel H (inv)	90.031694052
120_1	C(C(CO)=O)=O	1	Knoevenagel H (inv)	88.016043988
121_0	C(CO)=O	-1	Keto-enol migration twice	60.021129368000004
121_0	C(CO)=O	1	Keto-enol migration twice	60.021129368000004
123_0	C(C(C(CO)O)O)=O	-1	Keto-enol migration twice	120.04225873600001
123_0	C(CO)(C(CO)O)=O	1	Keto-enol migration twice	120.04225873600001
124_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Keto-enol migration twice	180.063388104
124_0	C(C(C(C(C(CO)O)O)O)O)=O	1	Keto-enol migration twice	180.063388104
126_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Keto-enol migration twice	180.063388104
126_0	C(C(C(CO)O)O)(C(CO)O)=O	1	Keto-enol migration twice	180.063388104
128_0	C(CC(C(C(CO)O)O)=O)=O	-1	Keto-enol migration twice	162.05282342
128_0	C(CC(C(C(CO)O)=O)O)=O	1	Keto-enol migration twice	162.05282342
130_0	C(C(C(CC(CO)O)=O)O)=O	-1	Keto-enol migration twice	162.05282342
130_0	C(C(CO)=O)(CC(CO)O)=O	1	Keto-enol migration twice	162.05282342
132_0	C(C(C(CC(CO)O)=O)O)=O	-1	Keto-enol migration twice	162.05282342
132_0	C(C(C(CC(CO)O)O)=O)=O	1	Keto-enol migration twice	162.05282342
134_0	C(CC(C=O)O)(C(CO)O)=O	-1	Keto-enol migration twice	162.05282342
134_0	C(C(CO)O)(CC(CO)=O)=O	1	Keto-enol migration twice	162.05282342
136_0	C(CC(C=O)O)(C(CO)O)=O	-1	Keto-enol migration twice	162.05282342
136_0	C(C(CC(C(CO)=O)O)O)=O	1	Keto-enol migration twice	162.05282342
138_0	C(C(C(C=O)O)O)(CCO)=O	-1	Keto-enol migration twice	162.05282342
138_0	C(CCO)(C(C(CO)=O)O)=O	1	Keto-enol migration twice	162.05282342
140_0	C(C(C(C=O)O)O)(CCO)=O	-1	Keto-enol migration twice	162.05282342
140_0	C(C(C(C(CCO)O)=O)O)=O	1	Keto-enol migration twice	162.05282342
142_0	C(C(C(CC(CO)=O)O)O)=O	-1	Keto-enol migration twice	162.05282342
142_0	C(CO)(C(CC(CO)=O)O)=O	1	Keto-enol migration twice	162.05282342
144_0	C(C(C(CC(CO)=O)O)O)=O	-1	Keto-enol migration twice	162.05282342
144_0	C(C(C(CC(C=O)O)O)O)=O	1	Keto-enol migration twice	162.05282342
146_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Keto-enol migration twice	162.05282342
146_0	C(C)(C(C(C(CO)=O)O)O)=O	1	Keto-enol migration twice	162.05282342
148_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Keto-enol migration twice	162.05282342
148_0	C(C(C(C=O)O)O)(C(C)O)=O	1	Keto-enol migration twice	162.05282342
150_0	C(CC(C(C(C=O)O)O)O)=O	-1	Keto-enol migration twice	162.05282342
150_0	C(CC(C(C(CO)=O)O)O)=O	1	Keto-enol migration twice	162.05282342
152_0	C(C(C(C(C(CO)O)O)O)=O)=O	-1	Keto-enol migration twice	178.04773804
152_0	C(C(C(C(C(CO)O)O)=O)O)=O	1	Keto-enol migration twice	178.04773804
154_0	C(CO)=O	-1	Amadori/Heyns Rearrangement	60.021129368000004
154_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
154_0	O	1	Amadori/Heyns Rearrangement	18.010564684
154_0	C(CNC)=O	1	Amadori/Heyns Rearrangement	73.052763849
156_0	C(C(C(CO)O)O)=O	-1	Amadori/Heyns Rearrangement	120.04225873600001
156_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
156_0	O	1	Amadori/Heyns Rearrangement	18.010564684
156_0	C(CNC)(C(CO)O)=O	1	Amadori/Heyns Rearrangement	133.073893217
158_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Amadori/Heyns Rearrangement	180.063388104
158_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
158_0	O	1	Amadori/Heyns Rearrangement	18.010564684
158_0	C(C(C(C(C(CO)O)O)O)NC)=O	1	Amadori/Heyns Rearrangement	193.095022585
160_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Amadori/Heyns Rearrangement	180.063388104
160_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
160_0	O	1	Amadori/Heyns Rearrangement	18.010564684
160_0	C(C(C(CO)O)O)(C(CO)NC)=O	1	Amadori/Heyns Rearrangement	193.095022585
162_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
162_0	C(CC(C(C(CO)O)O)=O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
162_0	O	1	Amadori/Heyns Rearrangement	18.010564684
162_0	C(CC(C(C(CO)O)=O)NC)=O	1	Amadori/Heyns Rearrangement	175.084457901
164_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
164_0	C(C(C(CC(CO)O)=O)O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
