Source	Target	Reaction Name	Mass
C(CO)O	35_0	Elimination + enol to keto	62.036779432
35_0	O	Elimination + enol to keto	18.010564684
35_0	C(C)=O	Elimination + enol to keto	44.026214748
[Fe+3]	37_0	Fe3 Complex Beta elimination from a sugar and Conversion to Acid	55.933291759999996
C(C(CO)O)=O	37_0	Fe3 Complex Beta elimination from a sugar and Conversion to Acid	90.031694052
37_0	[Fe+3]	Fe3 Complex Beta elimination from a sugar and Conversion to Acid	55.933291759999996
37_0	C(C(C)O)(O)=O	Fe3 Complex Beta elimination from a sugar and Conversion to Acid	90.031694052
[Fe+3]	39_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
[Fe+3]	39_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933291759999996
C(C(CO)O)=O	39_0	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	90.031694052
39_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
39_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	1.007276452
39_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
39_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	55.933840339999996
39_0	C(C(CO)=O)=O	Fe3 ---> Fe2 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group	88.016043988
[H+]	40_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	1.007276452
[H+]	40_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	1.007276452
[Fe+2]	40_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933840339999996
[Fe+2]	40_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933840339999996
C(C=O)=O	40_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	58.005479304000005
40_0	C(CO)=O	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	60.021129368000004
40_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933291759999996
40_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933291759999996
[Fe+3]	41_0	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933291759999996
[Fe+3]	41_0	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933291759999996
C(CO)(O)=O	41_0	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	76.01604398799999
41_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	1.007276452
41_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	1.007276452
41_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933840339999996
41_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933840339999996
41_0	C(C(O)=O)=O	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	74.000393924
C(C)=O	43_0	Aldol Condensation	44.026214748
C(C)=O	43_0	Aldol Condensation	44.026214748
43_0	C(CC(C)O)=O	Aldol Condensation	88.052429496
C=O	45_0	Aldol Condensation	30.010564684
C(C)=O	45_0	Aldol Condensation	44.026214748
45_0	C(CCO)=O	Aldol Condensation	74.036779432
O	46_0	Benzilic Acid Rearrangement	18.010564684
C(C(C)=O)=O	46_0	Benzilic Acid Rearrangement	72.021129368
46_0	C(C(C)O)(O)=O	Benzilic Acid Rearrangement	90.031694052
O	46_1	Cannizarro 1	18.010564684
C(C(C)=O)=O	46_1	Cannizarro 1	72.021129368
46_1	C(C(C)O)(O)=O	Cannizarro 1	90.031694052
C(C(C)O)(O)=O	47_0	Benzilic Acid Rearrangement (inverse)	90.031694052
47_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
47_0	C(C(C)=O)=O	Benzilic Acid Rearrangement (inverse)	72.021129368
C(C(CO)=O)=O	48_0	Retro Aldol	88.016043988
48_0	C=O	Retro Aldol	30.010564684
48_0	C(C=O)=O	Retro Aldol	58.005479304000005
C(CO)(CO)=O	49_0	Keto-enol migration twice	90.031694052
49_0	C(C(CO)O)=O	Keto-enol migration twice	90.031694052
C(C(CO)=O)=O	51_0	Keto-enol migration twice	88.016043988
51_0	C(C(C=O)O)=O	Keto-enol migration twice	88.016043988
C=O	52_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	52_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C(O)=O)=O	52_0	Cannizarro 2, HCHO (oxidation)	74.000393924
52_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
52_0	C(CO)(O)=O	Cannizarro 2, HCHO (oxidation)	76.01604398799999
C=O	54_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	54_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C(C)=O)=O	54_0	Cannizarro 2, HCHO (oxidation)	72.021129368
54_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
54_0	C(C)(CO)=O	Cannizarro 2, HCHO (oxidation)	74.036779432
C=O	55_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	55_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(CC=O)=O	55_0	Cannizarro 2, HCHO (oxidation)	72.021129368
55_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
55_0	C(CCO)=O	Cannizarro 2, HCHO (oxidation)	74.036779432
C=O	57_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	57_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C)=O	57_0	Cannizarro 2, HCHO (oxidation)	44.026214748
57_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
57_0	CCO	Cannizarro 2, HCHO (oxidation)	46.041864812
C=O	58_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	58_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C(CO)=O)=O	58_0	Cannizarro 2, HCHO (oxidation)	88.016043988
58_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
58_0	C(CO)(CO)=O	Cannizarro 2, HCHO (oxidation)	90.031694052
C=O	60_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	60_0	Cannizarro 2, HCHO (reduction)	18.010564684
C(C(O)=O)=O	60_0	Cannizarro 2, HCHO (reduction)	74.000393924
60_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
60_0	C(C(O)=O)(O)=O	Cannizarro 2, HCHO (reduction)	89.995308544
C=O	62_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	62_0	Cannizarro 2, HCHO (reduction)	18.010564684
C(C(C)=O)=O	62_0	Cannizarro 2, HCHO (reduction)	72.021129368
62_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
62_0	C(C(C)=O)(O)=O	Cannizarro 2, HCHO (reduction)	88.01604398799999
C=O	64_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	64_0	Cannizarro 2, HCHO (reduction)	18.010564684
C(CC=O)=O	64_0	Cannizarro 2, HCHO (reduction)	72.021129368
64_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
64_0	C(CC(O)=O)=O	Cannizarro 2, HCHO (reduction)	88.016043988
C=O	66_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	66_0	Cannizarro 2, HCHO (reduction)	18.010564684
C(C)=O	66_0	Cannizarro 2, HCHO (reduction)	44.026214748
66_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
66_0	C(C)(O)=O	Cannizarro 2, HCHO (reduction)	60.021129368
C(C(CO)O)O	67_0	Elimination + enol to keto	92.047344116
67_0	O	Elimination + enol to keto	18.010564684
67_0	C(C)(CO)=O	Elimination + enol to keto	74.036779432
C(C(CO)O)O	68_0	Elimination + enol to keto	92.047344116
68_0	O	Elimination + enol to keto	18.010564684
68_0	C(CCO)=O	Elimination + enol to keto	74.036779432
C(C(C)O)(O)=O	70_0	Elimination2	90.031694052
70_0	O	Elimination2	18.010564684
70_0	C=CC(O)=O	Elimination2	72.021129368
O	71_0	Hydration of C(=O)C	18.010564684
C(C(C)=O)=O	71_0	Hydration of C(=O)C	72.021129368
71_0	C(C(CO)O)=O	Hydration of C(=O)C	90.031694052
O	72_0	Hydration of C(=O)C	18.010564684
C(CC=O)=O	72_0	Hydration of C(=O)C	72.021129368
72_0	C(C(CO)O)=O	Hydration of C(=O)C	90.031694052
O	73_0	Hydration of C(=O)C	18.010564684
C(C)=O	73_0	Hydration of C(=O)C	44.026214748
73_0	C(CO)O	Hydration of C(=O)C	62.036779432
C(C(O)=O)=O	75_0	Alpha-Keto Acid Decarboxylation	74.000393924
75_0	C=O	Alpha-Keto Acid Decarboxylation	30.010564684
75_0	C(=O)=O	Alpha-Keto Acid Decarboxylation	43.98982924
[H+]	77_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	1.007276452
[Fe+2]	77_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933840339999996
[Fe+2]	77_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933840339999996
C(C(O)=O)=O	77_0	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	74.000393924
77_0	[Fe+3]	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933291759999996
77_0	[Fe+3]	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	55.933291759999996
77_0	[CH](C(O)=O)O	Fe2 ---> Fe3 Alpha Keto Reduction of a Carboxylic Acid (Fe2+ to Fe3+)	75.008218956
[H+]	79_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	1.007276452
[H+]	79_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	1.007276452
[Fe+2]	79_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933840339999996
[Fe+2]	79_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933840339999996
C(C(O)=O)=O	79_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	74.000393924
79_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933291759999996
79_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933291759999996
79_0	C(C(O)O)=O	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	76.01604398799999
[H+]	81_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	1.007276452
[H+]	81_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	1.007276452
[Fe+2]	81_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933840339999996
[Fe+2]	81_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933840339999996
C(C(C)=O)=O	81_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	72.021129368
81_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933291759999996
81_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933291759999996
81_0	C(C(C)O)=O	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	74.036779432
[H+]	82_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	1.007276452
[H+]	82_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	1.007276452
[Fe+2]	82_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933840339999996
[Fe+2]	82_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933840339999996
C(C(CO)=O)=O	82_0	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	88.016043988
82_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933291759999996
82_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	55.933291759999996
82_0	C(C(CO)O)=O	Fe2 ---> Fe3 Conversion of Alpha Hydroxy Group of an aldehyde to Alpha Keto group, inverse	90.031694052
[Fe+3]	83_0	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933291759999996
[Fe+3]	83_0	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933291759999996
C(C(C)O)(O)=O	83_0	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	90.031694052
83_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	1.007276452
83_0	[H+]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	1.007276452
83_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933840339999996
83_0	[Fe+2]	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	55.933840339999996
83_0	C(C(C)=O)(O)=O	Fe3 ---> Fe2 Conversion of Alpha Hydro Group of an ACID to Alpha Keto group	88.01604398799999
[H+]	84_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	1.007276452
[H+]	84_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	1.007276452
[Fe+2]	84_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933840339999996
[Fe+2]	84_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933840339999996
C(C(O)=O)=O	84_0	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	74.000393924
84_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933291759999996
84_0	[Fe+3]	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	55.933291759999996
84_0	C(CO)(O)=O	Fe2 ---> Fe3 Conversion of Alpha Keto Group of an ACID to Alpha Hydro group	76.01604398799999
C(C)=O	85_0	Aldol Condensation	44.026214748
C(=O)=O	85_0	Aldol Condensation	43.98982924
85_0	C(CC(O)=O)=O	Aldol Condensation	88.016043988
C(CC(C)O)=O	86_0	Retro Aldol	88.052429496
86_0	C(C)=O	Retro Aldol	44.026214748
86_0	C(C)=O	Retro Aldol	44.026214748
C(CCO)=O	87_0	Retro Aldol	74.036779432
87_0	C=O	Retro Aldol	30.010564684
87_0	C(C)=O	Retro Aldol	44.026214748
C(CC(O)=O)=O	88_0	Retro Aldol	88.016043988
88_0	C(C)=O	Retro Aldol	44.026214748
88_0	C(=O)=O	Retro Aldol	43.98982924
C(CC(O)=O)=O	88_1	Beta Decarboxylation	88.016043988
88_1	C(C)=O	Beta Decarboxylation	44.026214748
88_1	C(=O)=O	Beta Decarboxylation	43.98982924
C(C(C=O)O)=O	89_0	Keto-enol migration twice	88.016043988
89_0	C(C(CO)=O)=O	Keto-enol migration twice	88.016043988
C(C)(CO)=O	90_0	Keto-enol migration twice	74.036779432
90_0	C(C(C)O)=O	Keto-enol migration twice	74.036779432
C(C(O)O)=O	91_0	Keto-enol migration twice	76.01604398799999
91_0	C(CO)(O)=O	Keto-enol migration twice	76.01604398799999
C(C(C)O)=O	92_0	Keto-enol migration twice	74.036779432
92_0	C(C)(CO)=O	Keto-enol migration twice	74.036779432
C=O	94_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	94_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(CC(C)O)=O	94_0	Cannizarro 2, HCHO (oxidation)	88.052429496
94_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
94_0	CC(CCO)O	Cannizarro 2, HCHO (oxidation)	90.06807956
C=O	96_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	96_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(CCO)=O	96_0	Cannizarro 2, HCHO (oxidation)	74.036779432
96_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
96_0	C(CCO)O	Cannizarro 2, HCHO (oxidation)	76.052429496
C=O	97_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	97_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C(C=O)O)=O	97_0	Cannizarro 2, HCHO (oxidation)	88.016043988
97_0	C(C(CO)O)=O	Cannizarro 2, HCHO (oxidation)	90.031694052
97_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
C=O	99_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	99_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(CC(O)=O)=O	99_0	Cannizarro 2, HCHO (oxidation)	88.016043988
99_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
99_0	C(CCO)(O)=O	Cannizarro 2, HCHO (oxidation)	90.031694052
C=O	101_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	101_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C(O)O)=O	101_0	Cannizarro 2, HCHO (oxidation)	76.01604398799999
101_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
101_0	C(C(O)O)O	Cannizarro 2, HCHO (oxidation)	78.031694052
C=O	103_0	Cannizarro 2, HCHO (oxidation)	30.010564684
O	103_0	Cannizarro 2, HCHO (oxidation)	18.010564684
C(C(C)O)=O	103_0	Cannizarro 2, HCHO (oxidation)	74.036779432
103_0	C(O)=O	Cannizarro 2, HCHO (oxidation)	46.005479304
103_0	CC(CO)O	Cannizarro 2, HCHO (oxidation)	76.052429496
C=O	104_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	104_0	Cannizarro 2, HCHO (reduction)	18.010564684
C(CCO)=O	104_0	Cannizarro 2, HCHO (reduction)	74.036779432
104_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
104_0	C(CCO)(O)=O	Cannizarro 2, HCHO (reduction)	90.031694052
C=O	106_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	106_0	Cannizarro 2, HCHO (reduction)	18.010564684
C(C(O)O)=O	106_0	Cannizarro 2, HCHO (reduction)	76.01604398799999
106_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
106_0	C(C(O)O)(O)=O	Cannizarro 2, HCHO (reduction)	92.010958608
C=O	107_0	Cannizarro 2, HCHO (reduction)	30.010564684
O	107_0	Cannizarro 2, HCHO (reduction)	18.010564684
C(C(C)O)=O	107_0	Cannizarro 2, HCHO (reduction)	74.036779432
107_0	CO	Cannizarro 2, HCHO (reduction)	32.026214748
107_0	C(C(C)O)(O)=O	Cannizarro 2, HCHO (reduction)	90.031694052
C(CC(C)O)=O	109_0	Elimination2	88.052429496
109_0	O	Elimination2	18.010564684
109_0	C(C)=CC=O	Elimination2	70.041864812
C(CC(C)O)=O	111_0	Elimination2	88.052429496
111_0	O	Elimination2	18.010564684
111_0	C(CC=C)=O	Elimination2	70.041864812
C(CCO)=O	113_0	Elimination2	74.036779432
113_0	O	Elimination2	18.010564684
113_0	C=CC=O	Elimination2	56.026214748
CCO	115_0	Elimination2	46.041864812
115_0	O	Elimination2	18.010564684
115_0	C=C	Elimination2	28.031300127999998
C(C(C)O)=O	116_0	Elimination2	74.036779432
116_0	O	Elimination2	18.010564684
116_0	C=CC=O	Elimination2	56.026214748
O	117_0	Hydration of C(=O)C	18.010564684
C(CCO)=O	117_0	Hydration of C(=O)C	74.036779432
117_0	C(C(CO)O)O	Hydration of C(=O)C	92.047344116
O	118_0	Hydration of C(=O)C	18.010564684
C(C)(CO)=O	118_0	Hydration of C(=O)C	74.036779432
118_0	C(C(CO)O)O	Hydration of C(=O)C	92.047344116
O	119_0	Hydration of C=C(O)	18.010564684
C=CC(O)=O	119_0	Hydration of C=C(O)	72.021129368
119_0	C(CCO)(O)=O	Hydration of C=C(O)	90.031694052
