Source,Target,R or P,Reaction Name,Mass
115_1,C(C(C(O)=O)C(C(O)=O)=O)(O)=O,1,Knoevenagel C,175.99570246800002
117_0,C(C(C(C(C(C)=O)=O)CO)=O)(O)=O,1,Aldol Condensation,188.032087976
117_1,C(C(C(C(C(C)=O)=O)CO)=O)(O)=O,1,Knoevenagel C,188.032087976
119_0,C(C(CC(C(CCO)=O)=O)=O)(O)=O,1,Aldol Condensation,188.032087976
121_0,C(CO)(C(C(C(C=O)=O)O)O)=O,1,Aldol Condensation,176.032087976
121_1,C(CO)(C(C(C(C=O)=O)O)O)=O,1,Knoevenagel H,176.032087976
123_0,C(CC(C(CO)=O)O)=O,1,Aldol Condensation,132.042258736
125_0,C(CO)(C(CC(C(O)=O)=O)O)=O,1,Aldol Condensation,176.032087976
127_0,C(C(CO)(C(C(C=O)=O)O)O)=O,1,Aldol Condensation,176.032087976
127_1,C(C(CO)(C(C(C=O)=O)O)O)=O,1,Knoevenagel H,176.032087976
129_0,C(C(CO)(CC=O)O)=O,1,Aldol Condensation,132.042258736
131_0,C(C(CO)(CC(C(O)=O)=O)O)=O,1,Aldol Condensation,176.032087976
133_0,C(C(C(CO)O)=O)=O,1,Aldol Condensation,118.026608672
133_1,C(C(C(CO)O)=O)=O,1,Knoevenagel H,118.026608672
135_0,C(C(C(C(C)O)O)=O)=O,1,Aldol Condensation,132.042258736
135_1,C(C(C(C(C)O)O)=O)=O,1,Knoevenagel H,132.042258736
137_0,C(C(C(C=O)=O)O)(O)=O,1,Aldol Condensation,132.00587322799998
137_1,C(C(C(C=O)=O)O)(O)=O,1,Knoevenagel H,132.00587322799998
139_0,C(C(C)(C(C(C=O)=O)O)O)(O)=O,1,Aldol Condensation,176.032087976
139_1,C(C(C)(C(C(C=O)=O)O)O)(O)=O,1,Knoevenagel H,176.032087976
141_0,C=C(C(O)=O)C(C(C(O)=O)=O)CO,1,Aldol Condensation,188.032087976
143_0,C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O,1,Aldol Condensation,188.032087976
143_1,C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O,1,Knoevenagel C,188.032087976
145_0,C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O,1,Aldol Condensation,188.032087976
145_1,C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O,1,Knoevenagel C,188.032087976
147_0,C(CCO)=O,1,Aldol Condensation,74.036779432
149_0,C(C(CCO)=O)(O)=O,1,Aldol Condensation,118.026608672
150_0,C(C(C)(CC(C(O)=O)=O)O)(O)=O,1,Benzilic Acid Rearrangement,176.032087976
151_0,C(C(CO)O)(O)=O,1,Benzilic Acid Rearrangement,106.026608672
151_1,C(C(CO)O)(O)=O,1,Cannizarro 1,106.026608672
153_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
153_0,C(CC(C(C)=O)=O)=O,1,Benzilic Acid Rearrangement (inverse),114.031694052
155_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
155_0,C(C(CO)=O)(C(C)O)=O,1,Benzilic Acid Rearrangement (inverse),132.042258736
157_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
157_0,C(C(C(CO)=O)=O)(O)=O,1,Benzilic Acid Rearrangement (inverse),132.005873228
159_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
159_0,C(C(C(C(C)=O)=O)(CO)O)(O)=O,1,Benzilic Acid Rearrangement (inverse),176.032087976
161_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
161_0,C(C(C(C(CO)=O)=O)(C)O)(O)=O,1,Benzilic Acid Rearrangement (inverse),176.032087976
163_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
163_0,C(C=O)=O,1,Benzilic Acid Rearrangement (inverse),58.005479304000005
164_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
164_0,C(C(C)(C(C(C=O)=O)O)O)(O)=O,1,Benzilic Acid Rearrangement (inverse),176.032087976
166_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
166_0,C(C(C(C(C(C)=O)=O)O)O)(O)=O,1,Benzilic Acid Rearrangement (inverse),176.032087976
167_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
167_0,C1(C(C)(CC(C(O1)=O)=O)O)=O,1,Benzilic Acid Rearrangement (inverse),158.021523292
168_0,C(C)=O,1,Retro Aldol,44.026214748
168_0,C(C)=O,1,Retro Aldol,44.026214748
169_0,C(C(C)=O)(O)=O,1,Retro Aldol,88.016043988
169_0,C(C)=O,1,Retro Aldol,44.026214748
170_0,C(C)=O,1,Retro Aldol,44.026214748
170_0,C(=O)=O,1,Retro Aldol,43.98982924
170_1,C(C)=O,1,Beta Decarboxylation,44.026214748
170_1,C(=O)=O,1,Beta Decarboxylation,43.98982924
171_0,C(C(C)=O)(O)=O,1,Retro Aldol,88.016043988
171_0,C(C)=O,1,Retro Aldol,44.026214748
172_0,C(C(C)=O)(O)=O,1,Retro Aldol,88.016043988
172_0,C(=O)=O,1,Retro Aldol,43.98982924
172_1,C(C(C)=O)(O)=O,1,Beta Decarboxylation,88.016043988
172_1,C(=O)=O,1,Beta Decarboxylation,43.98982924
173_0,C=O,1,Retro Aldol,30.010564684
173_0,C(C=O)=O,1,Retro Aldol,58.005479304000005
175_0,C(C(C)=O)(OC(C(C)=O)=O)=O,1,Retro Aldol,158.021523292
177_0,C(C(C=O)O)=O,1,Keto-enol migration twice,88.016043988
180_0,C(O)=O,1,"Cannizarro 2, HCHO (oxidation)",46.005479304
180_0,CC(CCO)O,1,"Cannizarro 2, HCHO (oxidation)",90.06807956
182_0,C(O)=O,1,"Cannizarro 2, HCHO (oxidation)",46.005479304
182_0,C(CCO)(O)=O,1,"Cannizarro 2, HCHO (oxidation)",90.031694052
184_0,C(O)=O,1,"Cannizarro 2, HCHO (oxidation)",46.005479304
184_0,C(C(C)(CCO)O)(O)=O,1,"Cannizarro 2, HCHO (oxidation)",134.0579088
186_0,C(O)=O,1,"Cannizarro 2, HCHO (oxidation)",46.005479304
186_0,C(CO)(CO)=O,1,"Cannizarro 2, HCHO (oxidation)",90.031694052
188_0,C(O)=O,1,"Cannizarro 2, HCHO (oxidation)",46.005479304
188_0,CO,1,"Cannizarro 2, HCHO (oxidation)",32.026214748
188_1,C(O)=O,1,"Cannizarro 2, HCHO (reduction)",46.005479304
188_1,CO,1,"Cannizarro 2, HCHO (reduction)",32.026214748
190_0,C(O)=O,1,"Cannizarro 2, HCHO (oxidation)",46.005479304
190_0,CCO,1,"Cannizarro 2, HCHO (oxidation)",46.041864812
192_0,CO,1,"Cannizarro 2, HCHO (reduction)",32.026214748
192_0,C(CC(C)O)(O)=O,1,"Cannizarro 2, HCHO (reduction)",104.047344116
194_0,CO,1,"Cannizarro 2, HCHO (reduction)",32.026214748
194_0,C(CC(O)=O)(O)=O,1,"Cannizarro 2, HCHO (reduction)",104.010958608
196_0,CO,1,"Cannizarro 2, HCHO (reduction)",32.026214748
196_0,C(C(C)(CC(O)=O)O)(O)=O,1,"Cannizarro 2, HCHO (reduction)",148.037173356
198_0,CO,1,"Cannizarro 2, HCHO (reduction)",32.026214748
198_0,C(C(CO)=O)(O)=O,1,"Cannizarro 2, HCHO (reduction)",104.010958608
200_0,CO,1,"Cannizarro 2, HCHO (reduction)",32.026214748
200_0,C(C)(O)=O,1,"Cannizarro 2, HCHO (reduction)",60.021129368
202_0,C(C(CO)(C(CC(C)O)O)O)(O)=O,1,Knoevenagel C,194.079038168
202_1,C(C(CO)(C(CC(C)O)O)O)(O)=O,1,Knoevenagel H,194.079038168
204_0,C(C(CO)(C(CC(O)=O)O)O)(O)=O,1,Knoevenagel C,194.04265266
204_1,C(C(CO)(C(CC(O)=O)O)O)(O)=O,1,Knoevenagel H,194.04265266
206_0,C(C(CO)(C(C(CO)=O)O)O)(O)=O,1,Knoevenagel C,194.04265266
206_1,C(C(CO)(C(C(CO)=O)O)O)(O)=O,1,Knoevenagel H,194.04265266
208_0,C(C(CO)(C(C=O)(CO)O)O)(O)=O,1,Knoevenagel C,194.04265266
208_1,C(C(CO)(C(C=O)(CO)O)O)(O)=O,1,Knoevenagel H,194.04265266
210_0,C(C(CO)(CO)O)(O)=O,1,Knoevenagel C,136.037173356
210_1,C(C(CO)(CO)O)(O)=O,1,Knoevenagel H,136.037173356
212_0,C(C(C(CC(C)O)O)O)(O)=O,1,Knoevenagel H,164.068473484
214_0,C(CC(C(C(O)=O)O)O)(O)=O,1,Knoevenagel H,164.032087976
216_0,C(C(C(C(CO)=O)O)O)(O)=O,1,Knoevenagel H,164.032087976
218_0,C(C(CO)(C(C(O)=O)O)O)=O,1,Knoevenagel H,164.032087976
219_0,C(C(CO)O)(O)=O,1,Knoevenagel H,106.026608672
221_0,C(C(C(C)O)O)(O)=O,1,Knoevenagel H,120.042258736
223_0,C(C(C(O)=O)O)(O)=O,1,Knoevenagel H,120.005873228
225_0,C(C(C)(C(C(O)=O)O)O)(O)=O,1,Knoevenagel H,164.032087976
226_0,C(C(CO)O)(O)=O,1,Knoevenagel C (inverse),106.026608672
226_0,C(C)=O,1,Knoevenagel C (inverse),44.026214748
226_1,C(C(CO)O)(O)=O,1,Knoevenagel H (inv),106.026608672
226_1,C(C)=O,1,Knoevenagel H (inv),44.026214748
227_0,C=O,1,Knoevenagel C (inverse),30.010564684
227_0,C(C(C(C)O)O)(O)=O,1,Knoevenagel C (inverse),120.042258736
227_1,C=O,1,Knoevenagel H (inv),30.010564684
227_1,C(C(C(C)O)O)(O)=O,1,Knoevenagel H (inv),120.042258736
228_0,C=O,1,Knoevenagel C (inverse),30.010564684
228_0,C(C(C(O)=O)O)(O)=O,1,Knoevenagel C (inverse),120.005873228
228_1,C=O,1,Knoevenagel H (inv),30.010564684
228_1,C(C(C(O)=O)O)(O)=O,1,Knoevenagel H (inv),120.005873228
229_0,C(C(C)=O)(O)=O,1,Knoevenagel C (inverse),88.016043988
229_0,C(C(CO)O)(O)=O,1,Knoevenagel C (inverse),106.026608672
229_1,C(C(C)=O)(O)=O,1,Knoevenagel H (inv),88.016043988
229_1,C(C(CO)O)(O)=O,1,Knoevenagel H (inv),106.026608672
230_0,C=O,1,Knoevenagel C (inverse),30.010564684
230_0,C(C(C)(C(C(O)=O)O)O)(O)=O,1,Knoevenagel C (inverse),164.032087976
230_1,C=O,1,Knoevenagel H (inv),30.010564684
230_1,C(C(C)(C(C(O)=O)O)O)(O)=O,1,Knoevenagel H (inv),164.032087976
232_0,C(C(CO)=O)(O)=O,1,Knoevenagel H (inv),104.010958608
232_0,C(C(C)O)(O)=O,1,Knoevenagel H (inv),90.031694052
234_0,C(CO)(O)=O,1,Knoevenagel H (inv),76.016043988
234_0,C(C(C=O)(C)O)(O)=O,1,Knoevenagel H (inv),118.026608672
236_0,C(C(C)O)(O)=O,1,Knoevenagel H (inv),90.031694052
236_0,C(C(C=O)O)(O)=O,1,Knoevenagel H (inv),104.010958608
238_0,O,1,Elimination + enol to keto,18.010564684
238_0,C(C(C(C)=O)CO)(O)=O,1,Elimination + enol to keto,132.042258736
239_0,O,1,Elimination + enol to keto,18.010564684
239_0,C(C(C=O)C(C)O)(O)=O,1,Elimination + enol to keto,132.042258736
240_0,O,1,Elimination + enol to keto,18.010564684
240_0,C(C(C(O)=O)C(O)=O)=O,1,Elimination + enol to keto,132.005873228
241_0,O,1,Elimination + enol to keto,18.010564684
241_0,C(C(C=O)C(C(O)=O)(C)O)(O)=O,1,Elimination + enol to keto,176.032087976
243_0,O,1,Elimination + enol to keto,18.010564684
243_0,C(C(C(CC(O)=O)=O)(C)O)(O)=O,1,Elimination + enol to keto,176.032087976
245_0,O,1,Elimination + enol to keto,18.010564684
245_0,C(C(C(C(C(O)=O)O)=O)C)(O)=O,1,Elimination + enol to keto,176.032087976
246_0,O,1,Elimination + enol to keto,18.010564684
246_0,C(C(C)(CC(C(O)=O)=O)O)(O)=O,1,Elimination + enol to keto,176.032087976
247_0,O,1,Elimination + enol to keto,18.010564684
247_0,C(C)=O,1,Elimination + enol to keto,44.026214748
249_0,O,1,Elimination2,18.010564684
249_0,C(C)=CC=O,1,Elimination2,70.041864812
251_0,O,1,Elimination2,18.010564684
251_0,C(CC=C)=O,1,Elimination2,70.041864812
253_0,O,1,Elimination2,18.010564684
253_0,C(C)=CC(C(O)=O)=O,1,Elimination2,114.031694052
255_0,O,1,Elimination2,18.010564684
255_0,C=CCC(C(O)=O)=O,1,Elimination2,114.031694052
257_0,O,1,Elimination2,18.010564684
257_0,C(CC(C(O)=O)=C)=O,1,Elimination2,114.031694052
259_0,O,1,Elimination2,18.010564684
259_0,C(C=C(C(O)=O)C)=O,1,Elimination2,114.031694052
261_0,O,1,Elimination2,18.010564684
261_0,C(C(C=C)(CO)O)(O)=O,1,Elimination2,132.042258736
263_0,O,1,Elimination2,18.010564684
263_0,C(C(C(C(O)=O)=C)(CO)O)(O)=O,1,Elimination2,176.032087976
265_0,O,1,Elimination2,18.010564684
265_0,C(C(C(C(C(O)=O)=C)O)O)(O)=O,1,Elimination2,176.032087976
267_0,O,1,Elimination2,18.010564684
267_0,C1(C(C=C(C(O)=O)O1)(C)O)=O,1,Elimination2,158.021523292
269_0,O,1,Elimination2,18.010564684
269_0,C(C1(C=C(C(O1)=O)C)O)(O)=O,1,Elimination2,158.021523292
271_0,O,1,Elimination2,18.010564684
271_0,C(C1(CC(C(O1)=O)=C)O)(O)=O,1,Elimination2,158.021523292
273_0,O,1,Elimination2,18.010564684
273_0,C1(C(C)=CC(C(O1)=O)=O)=O,1,Elimination2,140.010958608
275_0,O,1,Elimination2,18.010564684
275_0,C=C1C(OC(C(C1)=O)=O)=O,1,Elimination2,140.010958608
277_0,CC(C(CO)O)O,1,Hydration of C(=O)C,106.06299418
279_0,C(C(C(C(C)O)O)O)(O)=O,1,Hydration of C(=O)C,150.05282342
280_0,C(C(CO)O)(O)=O,1,Hydration of C(=O)C,106.026608672
282_0,C(C(C)(C(CO)O)O)(O)=O,1,Hydration of C(=O)C,150.05282342
284_0,C(C(C(C(O)=O)O)O)(O)=O,1,Hydration of C(=O)C,150.016437912
285_0,C(C(C(C(C(C)=O)=O)O)O)(O)=O,1,Hydration of C(=O)C,176.032087976
287_0,C(C(CO)O)(CC(C(O)=O)=O)=O,1,Hydration of C(=O)C,176.032087976
289_0,C(C)(C(C(C(C(O)=O)=O)O)O)=O,1,Hydration of C(=O)C,176.032087976
290_0,C(C(C(C(C(O)=O)=C)O)O)(O)=O,1,Hydration of C(=O)C,176.032087976
292_0,C(C1(C)C(C(C(O1)=O)O)O)(O)=O,1,Hydration of C(=O)C,176.032087976
294_0,C1(C(C)(C(C(C(O1)=O)O)O)O)=O,1,Hydration of C(=O)C,176.032087976
295_0,C(C(C)(CC(C(O)=O)=O)O)(O)=O,1,Hydration of C=C(O),176.032087976
297_0,C(C(C)C(C(C(O)=O)=O)O)(O)=O,1,Hydration of C=C(O),176.032087976
298_0,C(C(C)(CC(C(O)=O)=O)O)(O)=O,1,Hydration of C=C(O),176.032087976
300_0,C(C(CO)CC(C(O)=O)=O)(O)=O,1,Hydration of C=C(O),176.032087976
302_0,C1(C(C)(CC(O)O1)O)=O,1,Hemiacetal Formation for 5 membered rings,132.042258736
304_0,C(C)(C1(CC(C(O1)=O)=O)O)=O,1,Hemiacetal Formation for 5 membered rings,158.021523292
305_0,C(C1(CC(C(O1)=O)=C)O)(O)=O,1,Hemiacetal Formation for 5 membered rings,158.021523292
307_0,C1(C2(C)CC(C(O2)=O)(O)O1)=O,1,Hemiacetal Formation for 5 membered rings,158.021523292
309_0,C1(C(C)(O)OC(C(C1)=O)=O)=O,1,Hemiacetal Formation for 6 membered rings,158.021523292
310_0,C(C(C)(CC(C(O)=O)=O)O)(O)=O,1,"Hemiacetal Formation for 5 membered rings, inverse",176.032087976
311_0,C(=O)=O,1,Alpha-Keto Acid Decarboxylation,43.98982924
311_0,C(CC(C)O)=O,1,Alpha-Keto Acid Decarboxylation,88.052429496
312_0,C(=O)=O,1,Alpha-Keto Acid Decarboxylation,43.98982924
312_0,C(CC(O)=O)=O,1,Alpha-Keto Acid Decarboxylation,88.016043988
313_0,C(=O)=O,1,Alpha-Keto Acid Decarboxylation,43.98982924
313_0,C(CC(C(C)=O)=O)=O,1,Alpha-Keto Acid Decarboxylation,114.031694052
314_0,C(=O)=O,1,Alpha-Keto Acid Decarboxylation,43.98982924
314_0,C(C=C(C(O)=O)C)=O,1,Alpha-Keto Acid Decarboxylation,114.031694052
315_0,C(=O)=O,1,Alpha-Keto Acid Decarboxylation,43.98982924
315_0,C(CC(C(O)=O)=C)=O,1,Alpha-Keto Acid Decarboxylation,114.031694052
317_0,O,1,"Ring Closure 5 membered O, O",18.010564684
317_0,C1(C(OC(C)C1)=O)=O,1,"Ring Closure 5 membered O, O",114.031694052
319_0,O,1,"Ring Closure 5 membered O, O",18.010564684
319_0,C1(CC(C(O1)=O)=O)=O,1,"Ring Closure 5 membered O, O",113.995308544
321_0,O,1,"Ring Closure 5 membered O, O",18.010564684
321_0,C1(C(C)(C(C(O)=O)(CO1)O)O)=O,1,"Ring Closure 5 membered O, O",176.032087976
323_0,O,1,"Ring Closure 5 membered O, O",18.010564684
323_0,C1(C(CO)(C(C(O1)=O)(C)O)O)=O,1,"Ring Closure 5 membered O, O",176.032087976
324_0,O,1,"Ring Closure 5 membered O, O",18.010564684
324_0,C(C1(C)C(C(C(O1)=O)O)O)(O)=O,1,"Ring Closure 5 membered O, O",176.032087976
326_0,O,1,"Ring Closure 5 membered O, O",18.010564684
326_0,C1(C(C)(C(C(C(O)=O)O1)O)O)=O,1,"Ring Closure 5 membered O, O",176.032087976
327_0,O,1,"Ring Closure 5 membered O, O",18.010564684
327_0,C1(C2(C)CC(C(O2)=O)(O)O1)=O,1,"Ring Closure 5 membered O, O",158.021523292
328_0,C(C1(C)CC(C(O1)=O)=O)(O)=O,1,"Ring Closure 5 membered O, O",158.021523292
329_0,O,1,"Ring Closure 6 membered O, O",18.010564684
329_0,C=C1C(OC(C(C1)=O)=O)=O,1,"Ring Closure 6 membered O, O",140.010958608
330_0,O,1,"Ring Closure 6 membered O, O",18.010564684
330_0,C1(C(C)(C(C(C(O1)=O)O)O)O)=O,1,"Ring Closure 6 membered O, O",176.032087976
332_0,C1(C(C(C(C1O)O)C(C)O)O)=O,1,Aldol Condensation,176.068473484
332_1,C1(C(C(C(C1O)O)C(C)O)O)=O,1,Knoevenagel H,176.068473484
334_0,C(C1C(C(C(C1O)=O)O)O)(O)=O,1,Aldol Condensation,176.032087976
334_1,C(C1C(C(C(C1O)=O)O)O)(O)=O,1,Knoevenagel H,176.032087976
336_0,C(C1(CC(C(C1CO)=O)=O)O)(O)=O,1,Aldol Condensation,188.032087976
337_0,C(C1(CC(C(C1CO)=O)=O)O)(O)=O,1,Aldol Condensation,188.032087976
337_1,C(C1(CC(C(C1CO)=O)=O)O)(O)=O,1,Knoevenagel C,188.032087976
339_0,C1(C(C(C(C(C1O)O)=O)O)O)=O,1,Aldol Condensation,176.032087976
