Source,Target,R or P,Reaction Name,Mass
78_0,C(C(CO)O)(CC(C(C=O)O)O)=O,1,Aldol Condensation,192.063388104
78_1,C(C(CO)O)(CC(C(C=O)O)O)=O,1,Knoevenagel H,192.063388104
80_0,C(C(C(C(C=O)O)O)O)(CCO)=O,1,Aldol Condensation,192.063388104
82_0,C(C(CO)C(C(C(C=O)O)O)O)=O,1,Aldol Condensation,192.063388104
82_1,C(C(CO)C(C(C(C=O)O)O)O)=O,1,Knoevenagel C,192.063388104
83_0,C(C(CC(C(CO)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,180.063388104
83_1,C(C(CC(C(CO)O)O)O)(O)=O,1,Cannizarro 1,180.063388104
84_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,196.058302724
84_1,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,Cannizarro 1,196.058302724
85_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
85_0,C(C(C(C(C(CO)O)O)O)=O)=O,1,Benzilic Acid Rearrangement (inverse),178.04773804
86_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
86_0,C(C(CC(C(CO)O)O)=O)=O,1,Benzilic Acid Rearrangement (inverse),162.05282342
87_0,C(CO)=O,1,Retro Aldol,60.021129368
87_0,C(CO)=O,1,Retro Aldol,60.021129368
87_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
87_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
89_0,C(C(CO)O)=O,1,Retro Aldol,90.031694052
89_0,C(CO)(CO)=O,1,Retro Aldol,90.031694052
89_1,C(C(CO)O)=O,1,Knoevenagel H (inv),90.031694052
89_1,C(CO)(CO)=O,1,Knoevenagel H (inv),90.031694052
91_0,C(C(CO)O)=O,1,Retro Aldol,90.031694052
91_0,C(C(C)=O)=O,1,Retro Aldol,72.021129368
93_0,C(CO)=O,1,Retro Aldol,60.021129368
93_0,C(CC(CO)=O)=O,1,Retro Aldol,102.031694052
93_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
93_1,C(CC(CO)=O)=O,1,Knoevenagel H (inv),102.031694052
95_0,C(CO)=O,1,Retro Aldol,60.021129368
95_0,C(C(C(C)=O)O)=O,1,Retro Aldol,102.031694052
98_0,C(C=O)=O,1,Retro Aldol,58.005479304000005
98_0,C(C)(C(CO)O)=O,1,Retro Aldol,104.047344116
100_0,C=O,1,Retro Aldol,30.010564684
100_0,C(C(CC(CO)=O)O)=O,1,Retro Aldol,132.042258736
100_1,C=O,1,Knoevenagel H (inv),30.010564684
100_1,C(C(CC(CO)=O)O)=O,1,Knoevenagel H (inv),132.042258736
102_0,C(CO)=O,1,Retro Aldol,60.021129368
102_0,C(C(CCO)=O)=O,1,Retro Aldol,102.031694052
102_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
102_1,C(C(CCO)=O)=O,1,Knoevenagel H (inv),102.031694052
104_0,C(C=O)=O,1,Retro Aldol,58.005479304000005
104_0,C(CO)(CCO)=O,1,Retro Aldol,104.047344116
104_1,C(C=O)=O,1,Knoevenagel H (inv),58.005479304000005
104_1,C(CO)(CCO)=O,1,Knoevenagel H (inv),104.047344116
106_0,C=O,1,Retro Aldol,30.010564684
106_0,C(C(C(C(C)=O)O)O)=O,1,Retro Aldol,132.042258736
107_0,C(CO)=O,1,Retro Aldol,60.021129368
107_0,C(CC(CO)=O)=O,1,Retro Aldol,102.031694052
107_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
107_1,C(CC(CO)=O)=O,1,Knoevenagel H (inv),102.031694052
110_0,C(C(C=O)O)=O,1,Retro Aldol,88.016043988
110_0,C(C)(CO)=O,1,Retro Aldol,74.036779432
111_0,C(CO)=O,1,Retro Aldol,60.021129368
111_0,C(C(C(C)=O)O)=O,1,Retro Aldol,102.031694052
111_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
111_1,C(C(C(C)=O)O)=O,1,Knoevenagel H (inv),102.031694052
112_0,C(C(C=O)O)=O,1,Retro Aldol,88.016043988
112_0,C(C)(CO)=O,1,Retro Aldol,74.036779432
112_1,C(C(C=O)O)=O,1,Knoevenagel H (inv),88.016043988
112_1,C(C)(CO)=O,1,Knoevenagel H (inv),74.036779432
114_0,C(CO)=O,1,Retro Aldol,60.021129368
114_0,C(CC(C=O)O)=O,1,Retro Aldol,102.031694052
114_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
114_1,C(CC(C=O)O)=O,1,Knoevenagel H (inv),102.031694052
117_0,C(C(C(C=O)O)O)=O,1,Retro Aldol,118.026608672
117_0,C(C)=O,1,Retro Aldol,44.026214748
118_0,C(C(C(CO)O)O)=O,1,Retro Aldol,120.042258736
118_0,C(C=O)=O,1,Retro Aldol,58.005479304000005
120_0,C(C(CO)O)=O,1,Retro Aldol,90.031694052
120_0,C(C(CO)=O)=O,1,Retro Aldol,88.016043988
120_1,C(C(CO)O)=O,1,Knoevenagel H (inv),90.031694052
120_1,C(C(CO)=O)=O,1,Knoevenagel H (inv),88.016043988
121_0,C(CO)=O,1,Keto-enol migration twice,60.021129368
123_0,C(CO)(C(CO)O)=O,1,Keto-enol migration twice,120.042258736
124_0,C(C(C(C(C(CO)O)O)O)O)=O,1,Keto-enol migration twice,180.063388104
126_0,C(C(C(CO)O)O)(C(CO)O)=O,1,Keto-enol migration twice,180.063388104
128_0,C(CC(C(C(CO)O)=O)O)=O,1,Keto-enol migration twice,162.05282342
130_0,C(C(CO)=O)(CC(CO)O)=O,1,Keto-enol migration twice,162.05282342
132_0,C(C(C(CC(CO)O)O)=O)=O,1,Keto-enol migration twice,162.05282342
134_0,C(C(CO)O)(CC(CO)=O)=O,1,Keto-enol migration twice,162.05282342
136_0,C(C(CC(C(CO)=O)O)O)=O,1,Keto-enol migration twice,162.05282342
138_0,C(CCO)(C(C(CO)=O)O)=O,1,Keto-enol migration twice,162.05282342
140_0,C(C(C(C(CCO)O)=O)O)=O,1,Keto-enol migration twice,162.05282342
142_0,C(CO)(C(CC(CO)=O)O)=O,1,Keto-enol migration twice,162.05282342
144_0,C(C(C(CC(C=O)O)O)O)=O,1,Keto-enol migration twice,162.05282342
146_0,C(C)(C(C(C(CO)=O)O)O)=O,1,Keto-enol migration twice,162.05282342
148_0,C(C(C(C=O)O)O)(C(C)O)=O,1,Keto-enol migration twice,162.05282342
150_0,C(CC(C(C(CO)=O)O)O)=O,1,Keto-enol migration twice,162.05282342
152_0,C(C(C(C(C(CO)O)O)=O)O)=O,1,Keto-enol migration twice,178.04773804
154_0,O,1,Amadori/Heyns Rearrangement,18.010564684
154_0,C(CNC)=O,1,Amadori/Heyns Rearrangement,73.052763849
156_0,O,1,Amadori/Heyns Rearrangement,18.010564684
156_0,C(CNC)(C(CO)O)=O,1,Amadori/Heyns Rearrangement,133.073893217
158_0,O,1,Amadori/Heyns Rearrangement,18.010564684
158_0,C(C(C(C(C(CO)O)O)O)NC)=O,1,Amadori/Heyns Rearrangement,193.095022585
160_0,O,1,Amadori/Heyns Rearrangement,18.010564684
160_0,C(C(C(CO)O)O)(C(CO)NC)=O,1,Amadori/Heyns Rearrangement,193.095022585
162_0,O,1,Amadori/Heyns Rearrangement,18.010564684
162_0,C(CC(C(C(CO)O)=O)NC)=O,1,Amadori/Heyns Rearrangement,175.084457901
164_0,O,1,Amadori/Heyns Rearrangement,18.010564684
164_0,C(C(CNC)=O)(CC(CO)O)=O,1,Amadori/Heyns Rearrangement,175.084457901
166_0,O,1,Amadori/Heyns Rearrangement,18.010564684
166_0,C(C(C(CC(CO)O)NC)=O)=O,1,Amadori/Heyns Rearrangement,175.084457901
168_0,O,1,Amadori/Heyns Rearrangement,18.010564684
168_0,C(C(CO)O)(CC(CNC)=O)=O,1,Amadori/Heyns Rearrangement,175.084457901
170_0,O,1,Amadori/Heyns Rearrangement,18.010564684
170_0,C(C(CC(C(CO)=O)NC)O)=O,1,Amadori/Heyns Rearrangement,175.084457901
172_0,O,1,Amadori/Heyns Rearrangement,18.010564684
172_0,C(CCO)(C(C(CNC)=O)O)=O,1,Amadori/Heyns Rearrangement,175.084457901
174_0,O,1,Amadori/Heyns Rearrangement,18.010564684
174_0,C(C(C(C(CCO)NC)=O)O)=O,1,Amadori/Heyns Rearrangement,175.084457901
176_0,O,1,Amadori/Heyns Rearrangement,18.010564684
176_0,C(CC(C(CNC)=O)O)(CO)=O,1,Amadori/Heyns Rearrangement,175.084457901
178_0,O,1,Amadori/Heyns Rearrangement,18.010564684
178_0,C(C(CC(C(C=O)O)O)NC)=O,1,Amadori/Heyns Rearrangement,175.084457901
180_0,O,1,Amadori/Heyns Rearrangement,18.010564684
180_0,C(C(C(C(CNC)=O)O)O)(C)=O,1,Amadori/Heyns Rearrangement,175.084457901
182_0,O,1,Amadori/Heyns Rearrangement,18.010564684
182_0,C(C(C(C=O)O)O)(C(C)NC)=O,1,Amadori/Heyns Rearrangement,175.084457901
184_0,O,1,Amadori/Heyns Rearrangement,18.010564684
184_0,C(CC(C(C(CNC)=O)O)O)=O,1,Amadori/Heyns Rearrangement,175.084457901
186_0,O,1,Amadori/Heyns Rearrangement,18.010564684
186_0,C(C(C(C(C(CO)O)O)=O)NC)=O,1,Amadori/Heyns Rearrangement,191.079372521
188_0,O,1,Amadori/Heyns Rearrangement,18.010564684
188_0,C(CNCC(O)=O)=O,1,Amadori/Heyns Rearrangement,117.042593089
190_0,O,1,Amadori/Heyns Rearrangement,18.010564684
190_0,C(CNCC(O)=O)(C(CO)O)=O,1,Amadori/Heyns Rearrangement,177.063722457
192_0,O,1,Amadori/Heyns Rearrangement,18.010564684
192_0,C(CNC)(C(C(C(CO)O)O)O)=O,1,Amadori/Heyns Rearrangement,193.095022585
194_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
194_0,C(CO)O,1,"Cannizarro 2, glucose (oxidation)",62.036779432
196_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
196_0,C(C(C(CO)O)O)O,1,"Cannizarro 2, glucose (oxidation)",122.0579088
198_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
198_0,C(CO)(CC(C(CO)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
200_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
200_0,C(C(C(CO)O)O)(CCO)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
202_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
202_0,C(C(CO)O)(CC(CO)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
203_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
203_0,C(C(CO)O)(CC(CO)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
204_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
204_0,C(C(C(CO)O)O)(CCO)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
205_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
205_0,C(CO)(CC(C(CO)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
207_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
207_0,C(C)(C(C(C(CO)O)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
209_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
209_0,C(CC(C(C(CO)O)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
211_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
211_0,C(C(C(C(CCO)O)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
213_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
213_0,C(CO)(O)=O,1,"Cannizarro 2, glucose (oxidation)",76.016043988
215_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
215_0,CO,1,"Cannizarro 2, glucose (oxidation)",32.026214748
216_0,C(CO)(C(C(C(CO)O)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",180.063388104
216_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
217_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
217_0,C(CO)(O)=O,1,"Cannizarro 2, glucose (reduction)",76.016043988
219_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
219_0,C(C(C(CO)O)O)(O)=O,1,"Cannizarro 2, glucose (reduction)",136.03717335599998
221_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
221_0,C(C(CC(C(CO)O)O)=O)(O)=O,1,"Cannizarro 2, glucose (reduction)",178.04773803999998
223_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
223_0,C(CC(C(C(CO)O)O)=O)(O)=O,1,"Cannizarro 2, glucose (reduction)",178.04773804
225_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
225_0,C(C(C(CC(CO)O)=O)O)(O)=O,1,"Cannizarro 2, glucose (reduction)",178.04773803999998
227_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
227_0,C(CC(C(O)=O)O)(C(CO)O)=O,1,"Cannizarro 2, glucose (reduction)",178.04773803999998
229_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
229_0,C(C(C(C(O)=O)O)O)(CCO)=O,1,"Cannizarro 2, glucose (reduction)",178.04773803999998
231_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
231_0,C(C(C(CC(CO)=O)O)O)(O)=O,1,"Cannizarro 2, glucose (reduction)",178.04773803999998
233_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
233_0,C(C(C(C(C(C)=O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (reduction)",178.04773803999998
235_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
235_0,C(CC(C(C(C(O)=O)O)O)O)=O,1,"Cannizarro 2, glucose (reduction)",178.04773803999998
237_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
237_0,C(CC(C(C(C=O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (reduction)",178.04773803999998
239_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
239_0,C(C(O)=O)(O)=O,1,"Cannizarro 2, glucose (reduction)",89.99530854400001
241_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
241_0,C(O)=O,1,"Cannizarro 2, glucose (reduction)",46.005479304
243_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
243_0,C(C(C(C(C(CO)O)O)O)=O)(O)=O,1,"Cannizarro 2, glucose (reduction)",194.04265266
245_0,C1(CC(C(C1(CO)O)O)O)=O,1,Knoevenagel C,162.05282342
245_1,C1(CC(C(C1(CO)O)O)O)=O,1,Knoevenagel H,162.05282342
247_0,C(C1(C(C(CC1O)O)O)O)=O,1,Knoevenagel C,162.05282342
247_1,C(C1(C(C(CC1O)O)O)O)=O,1,Knoevenagel H,162.05282342
249_0,C(C(C(CO)O)(C(CO)O)O)=O,1,Knoevenagel C,180.063388104
249_1,C(C(C(CO)O)(C(CO)O)O)=O,1,Knoevenagel H,180.063388104
251_0,C(C(C=O)(C(CO)O)O)(O)=O,1,Knoevenagel C,164.032087976
251_1,C(C(C=O)(C(CO)O)O)(O)=O,1,Knoevenagel H,164.032087976
253_0,C(C(C(CO)O)(C(C(O)=O)O)O)=O,1,Knoevenagel C,194.04265266
253_1,C(C(C(CO)O)(C(C(O)=O)O)O)=O,1,Knoevenagel H,194.04265266
255_0,C(C(CO)(C(CO)O)O)=O,1,Knoevenagel C,150.05282342
255_1,C(C(CO)(C(CO)O)O)=O,1,Knoevenagel H,150.05282342
257_0,C(CC(C(CO)(C(CO)O)O)=O)=O,1,Knoevenagel C,192.063388104
257_1,C(CC(C(CO)(C(CO)O)O)=O)=O,1,Knoevenagel H,192.063388104
259_0,C(C(C(CC(CO)O)=O)(CO)O)=O,1,Knoevenagel C,192.063388104
259_1,C(C(C(CC(CO)O)=O)(CO)O)=O,1,Knoevenagel H,192.063388104
261_0,C(CC(C=O)O)(C(CO)(CO)O)=O,1,Knoevenagel C,192.063388104
261_1,C(CC(C=O)O)(C(CO)(CO)O)=O,1,Knoevenagel H,192.063388104
263_0,C(C(CO)(C(C(CCO)=O)O)O)=O,1,Knoevenagel C,192.063388104
263_1,C(C(CO)(C(C(CCO)=O)O)O)=O,1,Knoevenagel H,192.063388104
265_0,C(C(CO)(C(C=O)O)O)(CCO)=O,1,Knoevenagel C,192.063388104
265_1,C(C(CO)(C(C=O)O)O)(CCO)=O,1,Knoevenagel H,192.063388104
267_0,C(C(CO)(C(CC(CO)=O)O)O)=O,1,Knoevenagel C,192.063388104
267_1,C(C(CO)(C(CC(CO)=O)O)O)=O,1,Knoevenagel H,192.063388104
269_0,C(C(CO)(C(C(C(C)=O)O)O)O)=O,1,Knoevenagel C,192.063388104
269_1,C(C(CO)(C(C(C(C)=O)O)O)O)=O,1,Knoevenagel H,192.063388104
271_0,C(C(C(C(C(C)=O)(CO)O)O)O)=O,1,Knoevenagel C,192.063388104
271_1,C(C(C(C(C(C)=O)(CO)O)O)O)=O,1,Knoevenagel H,192.063388104
273_0,C(C(CO)(C(C(CC=O)O)O)O)=O,1,Knoevenagel C,192.063388104
273_1,C(C(CO)(C(C(CC=O)O)O)O)=O,1,Knoevenagel H,192.063388104
275_0,C(C(CO)(CC(C(CO)O)=O)O)=O,1,Knoevenagel H,192.063388104
277_0,C(C(C(CO)O)N)(O)=O,1,Knoevenagel H,135.053157773
279_0,C(C(C(C(C(CO)O)O)O)N)(O)=O,1,Knoevenagel H,195.074287141
281_0,C(C(C(O)=O)N)(O)=O,1,Knoevenagel H,119.021857645
281_1,C(C(C(O)=O)N)(O)=O,1,"Ketone-Catalyzed Decarboxylation, inverse",119.021857645
283_0,C(C(C(C(O)=O)N)O)(O)=O,1,Knoevenagel H,149.032422329
285_0,C(C(CO)N)(O)=O,1,Knoevenagel H,105.042593089
286_0,C(C(C(CO)O)O)=O,1,Knoevenagel H (inv),120.042258736
286_0,C(CO)(O)=O,1,Knoevenagel H (inv),76.016043988
288_0,O,1,Amadori Rearrangement,18.010564684
288_0,C(CO)(C(C(C(CO)O)O)NC)=O,1,Amadori Rearrangement,193.095022585
290_0,O,1,Amadori Rearrangement,18.010564684
290_0,C(CC(C(C(CO)O)NC)=O)=O,1,Amadori Rearrangement,175.084457901
292_0,O,1,Amadori Rearrangement,18.010564684
292_0,C(C(C(CC(CO)O)=O)NC)=O,1,Amadori Rearrangement,175.084457901
294_0,O,1,Amadori Rearrangement,18.010564684
294_0,C(CC(C=O)O)(C(CO)NC)=O,1,Amadori Rearrangement,175.084457901
296_0,O,1,Amadori Rearrangement,18.010564684
296_0,C(C(C(C=O)O)NC)(CCO)=O,1,Amadori Rearrangement,175.084457901
296_1,O,1,Mannich Addition,18.010564684
296_1,C(C(C(C=O)O)NC)(CCO)=O,1,Mannich Addition,175.084457901
298_0,O,1,Amadori Rearrangement,18.010564684
298_0,C(C(C(C(C(C)=O)NC)O)O)=O,1,Amadori Rearrangement,175.084457901
300_0,O,1,Amadori Rearrangement,18.010564684
300_0,C(C(C(C(C(CO)O)O)NC)=O)=O,1,Amadori Rearrangement,191.079372521
302_0,C(=O)=O,1,"Strecker Degradation Dicarbonyl, H, H, H, C",43.98982924
302_0,C=O,1,"Strecker Degradation Dicarbonyl, H, H, H, C",30.010564684
302_0,C(C(CC(C(CO)O)O)N)=O,1,"Strecker Degradation Dicarbonyl, H, H, H, C",163.084457901
304_0,C(=O)=O,1,"Strecker Degradation Dicarbonyl, H, H, H, C",43.98982924
304_0,C=O,1,"Strecker Degradation Dicarbonyl, H, H, H, C",30.010564684
304_0,C(C(C(C(C(CO)O)O)O)N)=O,1,"Strecker Degradation Dicarbonyl, H, H, H, C",179.079372521
306_0,C(=O)=O,1,"Strecker Degradation Dicarbonyl, H, H, C, H",43.98982924
