Source	Target	R or P	Reaction Name	Mass
75_0	O	-1	Benzilic Acid Rearrangement	18.010564684
75_0	C(C(CC(C(CO)O)O)=O)=O	-1	Benzilic Acid Rearrangement	162.05282342
75_0	C(C(CC(C(CO)O)O)O)(O)=O	1	Benzilic Acid Rearrangement	180.06338810399998
75_1	O	-1	Cannizarro 1	18.010564684
75_1	C(C(CC(C(CO)O)O)=O)=O	-1	Cannizarro 1	162.05282342
75_1	C(C(CC(C(CO)O)O)O)(O)=O	1	Cannizarro 1	180.06338810399998
77_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	196.05830272400001
77_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
77_0	C(C(C(C(C(CO)O)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	178.04773804
78_0	C(C(C(CO)O)O)=O	-1	Retro Aldol	120.04225873600001
78_0	C(CO)=O	1	Retro Aldol	60.021129368000004
78_0	C(CO)=O	1	Retro Aldol	60.021129368000004
78_1	C(C(C(CO)O)O)=O	-1	Knoevenagel H (inv)	120.04225873600001
78_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
78_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
80_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Retro Aldol	180.063388104
80_0	C(C(CO)O)=O	1	Retro Aldol	90.031694052
80_0	C(CO)(CO)=O	1	Retro Aldol	90.031694052
80_1	C(CO)(C(C(C(CO)O)O)O)=O	-1	Knoevenagel H (inv)	180.063388104
80_1	C(C(CO)O)=O	1	Knoevenagel H (inv)	90.031694052
80_1	C(CO)(CO)=O	1	Knoevenagel H (inv)	90.031694052
82_0	C(C(CC(C(CO)O)O)=O)=O	-1	Retro Aldol	162.05282342
82_0	C(C(CO)O)=O	1	Retro Aldol	90.031694052
82_0	C(C(C)=O)=O	1	Retro Aldol	72.021129368
84_0	C(CC(C(C(CO)O)O)=O)=O	-1	Retro Aldol	162.05282342
84_0	C(CO)=O	1	Retro Aldol	60.021129368000004
84_0	C(CC(CO)=O)=O	1	Retro Aldol	102.031694052
84_1	C(CC(C(C(CO)O)O)=O)=O	-1	Knoevenagel H (inv)	162.05282342
84_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
84_1	C(CC(CO)=O)=O	1	Knoevenagel H (inv)	102.031694052
86_0	C(C(C(CC(CO)O)=O)O)=O	-1	Retro Aldol	162.05282342
86_0	C(CO)=O	1	Retro Aldol	60.021129368000004
86_0	C(C(C(C)=O)O)=O	1	Retro Aldol	102.031694052
89_0	C(CC(C=O)O)(C(CO)O)=O	-1	Retro Aldol	162.05282342
89_0	C(C=O)=O	1	Retro Aldol	58.005479304000005
89_0	C(C)(C(CO)O)=O	1	Retro Aldol	104.047344116
91_0	C(CC(C=O)O)(C(CO)O)=O	-1	Retro Aldol	162.05282342
91_0	C=O	1	Retro Aldol	30.010564684
91_0	C(C(CC(CO)=O)O)=O	1	Retro Aldol	132.042258736
91_1	C(CC(C=O)O)(C(CO)O)=O	-1	Knoevenagel H (inv)	162.05282342
91_1	C=O	1	Knoevenagel H (inv)	30.010564684
91_1	C(C(CC(CO)=O)O)=O	1	Knoevenagel H (inv)	132.042258736
93_0	C(C(C(C=O)O)O)(CCO)=O	-1	Retro Aldol	162.05282342
93_0	C(CO)=O	1	Retro Aldol	60.021129368000004
93_0	C(C(CCO)=O)=O	1	Retro Aldol	102.031694052
93_1	C(C(C(C=O)O)O)(CCO)=O	-1	Knoevenagel H (inv)	162.05282342
93_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
93_1	C(C(CCO)=O)=O	1	Knoevenagel H (inv)	102.031694052
95_0	C(C(C(C=O)O)O)(CCO)=O	-1	Retro Aldol	162.05282342
95_0	C(C=O)=O	1	Retro Aldol	58.005479304000005
95_0	C(CO)(CCO)=O	1	Retro Aldol	104.047344116
95_1	C(C(C(C=O)O)O)(CCO)=O	-1	Knoevenagel H (inv)	162.05282342
95_1	C(C=O)=O	1	Knoevenagel H (inv)	58.005479304000005
95_1	C(CO)(CCO)=O	1	Knoevenagel H (inv)	104.047344116
97_0	C(C(C(C=O)O)O)(CCO)=O	-1	Retro Aldol	162.05282342
97_0	C=O	1	Retro Aldol	30.010564684
97_0	C(C(C(C(C)=O)O)O)=O	1	Retro Aldol	132.042258736
98_0	C(C(C(CC(CO)=O)O)O)=O	-1	Retro Aldol	162.05282342
98_0	C(CO)=O	1	Retro Aldol	60.021129368000004
98_0	C(CC(CO)=O)=O	1	Retro Aldol	102.031694052
98_1	C(C(C(CC(CO)=O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
98_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
98_1	C(CC(CO)=O)=O	1	Knoevenagel H (inv)	102.031694052
101_0	C(C(C(CC(CO)=O)O)O)=O	-1	Retro Aldol	162.05282342
101_0	C(C(C=O)O)=O	1	Retro Aldol	88.016043988
101_0	C(C)(CO)=O	1	Retro Aldol	74.036779432
102_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Retro Aldol	162.05282342
102_0	C(CO)=O	1	Retro Aldol	60.021129368000004
102_0	C(C(C(C)=O)O)=O	1	Retro Aldol	102.031694052
102_1	C(C(C(C(C(C)=O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
102_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
102_1	C(C(C(C)=O)O)=O	1	Knoevenagel H (inv)	102.031694052
103_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Retro Aldol	162.05282342
103_0	C(C(C=O)O)=O	1	Retro Aldol	88.016043988
103_0	C(C)(CO)=O	1	Retro Aldol	74.036779432
103_1	C(C(C(C(C(C)=O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
103_1	C(C(C=O)O)=O	1	Knoevenagel H (inv)	88.016043988
103_1	C(C)(CO)=O	1	Knoevenagel H (inv)	74.036779432
105_0	C(CC(C(C(C=O)O)O)O)=O	-1	Retro Aldol	162.05282342
105_0	C(CO)=O	1	Retro Aldol	60.021129368000004
105_0	C(CC(C=O)O)=O	1	Retro Aldol	102.031694052
105_1	C(CC(C(C(C=O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
105_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
105_1	C(CC(C=O)O)=O	1	Knoevenagel H (inv)	102.031694052
108_0	C(CC(C(C(C=O)O)O)O)=O	-1	Retro Aldol	162.05282342
108_0	C(C(C(C=O)O)O)=O	1	Retro Aldol	118.02660867200001
108_0	C(C)=O	1	Retro Aldol	44.026214748
109_0	C(CO)=O	-1	Keto-enol migration twice	60.021129368000004
109_0	C(CO)=O	1	Keto-enol migration twice	60.021129368000004
111_0	C(C(C(CO)O)O)=O	-1	Keto-enol migration twice	120.04225873600001
111_0	C(CO)(C(CO)O)=O	1	Keto-enol migration twice	120.04225873600001
112_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Keto-enol migration twice	180.063388104
112_0	C(C(C(C(C(CO)O)O)O)O)=O	1	Keto-enol migration twice	180.063388104
114_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Keto-enol migration twice	180.063388104
114_0	C(C(C(CO)O)O)(C(CO)O)=O	1	Keto-enol migration twice	180.063388104
116_0	C(CC(C(C(CO)O)O)=O)=O	-1	Keto-enol migration twice	162.05282342
116_0	C(CC(C(C(CO)O)=O)O)=O	1	Keto-enol migration twice	162.05282342
118_0	C(C(C(CC(CO)O)=O)O)=O	-1	Keto-enol migration twice	162.05282342
118_0	C(C(CO)=O)(CC(CO)O)=O	1	Keto-enol migration twice	162.05282342
120_0	C(C(C(CC(CO)O)=O)O)=O	-1	Keto-enol migration twice	162.05282342
120_0	C(C(C(CC(CO)O)O)=O)=O	1	Keto-enol migration twice	162.05282342
122_0	C(CC(C=O)O)(C(CO)O)=O	-1	Keto-enol migration twice	162.05282342
122_0	C(C(CO)O)(CC(CO)=O)=O	1	Keto-enol migration twice	162.05282342
124_0	C(CC(C=O)O)(C(CO)O)=O	-1	Keto-enol migration twice	162.05282342
124_0	C(C(CC(C(CO)=O)O)O)=O	1	Keto-enol migration twice	162.05282342
126_0	C(C(C(C=O)O)O)(CCO)=O	-1	Keto-enol migration twice	162.05282342
126_0	C(CCO)(C(C(CO)=O)O)=O	1	Keto-enol migration twice	162.05282342
128_0	C(C(C(C=O)O)O)(CCO)=O	-1	Keto-enol migration twice	162.05282342
128_0	C(C(C(C(CCO)O)=O)O)=O	1	Keto-enol migration twice	162.05282342
130_0	C(C(C(CC(CO)=O)O)O)=O	-1	Keto-enol migration twice	162.05282342
130_0	C(CO)(C(CC(CO)=O)O)=O	1	Keto-enol migration twice	162.05282342
132_0	C(C(C(CC(CO)=O)O)O)=O	-1	Keto-enol migration twice	162.05282342
132_0	C(C(C(CC(C=O)O)O)O)=O	1	Keto-enol migration twice	162.05282342
134_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Keto-enol migration twice	162.05282342
134_0	C(C)(C(C(C(CO)=O)O)O)=O	1	Keto-enol migration twice	162.05282342
136_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Keto-enol migration twice	162.05282342
136_0	C(C(C(C=O)O)O)(C(C)O)=O	1	Keto-enol migration twice	162.05282342
138_0	C(CC(C(C(C=O)O)O)O)=O	-1	Keto-enol migration twice	162.05282342
138_0	C(CC(C(C(CO)=O)O)O)=O	1	Keto-enol migration twice	162.05282342
140_0	C(CO)=O	-1	Amadori/Heyns Rearrangement	60.021129368000004
140_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
140_0	O	1	Amadori/Heyns Rearrangement	18.010564684
140_0	C(CNC)=O	1	Amadori/Heyns Rearrangement	73.052763849
142_0	C(C(C(CO)O)O)=O	-1	Amadori/Heyns Rearrangement	120.04225873600001
142_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
142_0	O	1	Amadori/Heyns Rearrangement	18.010564684
142_0	C(CNC)(C(CO)O)=O	1	Amadori/Heyns Rearrangement	133.073893217
144_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Amadori/Heyns Rearrangement	180.063388104
144_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
144_0	O	1	Amadori/Heyns Rearrangement	18.010564684
144_0	C(C(C(C(C(CO)O)O)O)NC)=O	1	Amadori/Heyns Rearrangement	193.095022585
146_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Amadori/Heyns Rearrangement	180.063388104
146_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
146_0	O	1	Amadori/Heyns Rearrangement	18.010564684
146_0	C(C(C(CO)O)O)(C(CO)NC)=O	1	Amadori/Heyns Rearrangement	193.095022585
148_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
148_0	C(CC(C(C(CO)O)O)=O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
148_0	O	1	Amadori/Heyns Rearrangement	18.010564684
148_0	C(CC(C(C(CO)O)=O)NC)=O	1	Amadori/Heyns Rearrangement	175.084457901
150_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
150_0	C(C(C(CC(CO)O)=O)O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
150_0	O	1	Amadori/Heyns Rearrangement	18.010564684
150_0	C(C(CNC)=O)(CC(CO)O)=O	1	Amadori/Heyns Rearrangement	175.084457901
152_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
152_0	C(C(C(CC(CO)O)=O)O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
152_0	O	1	Amadori/Heyns Rearrangement	18.010564684
152_0	C(C(C(CC(CO)O)NC)=O)=O	1	Amadori/Heyns Rearrangement	175.084457901
154_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
154_0	C(CC(C=O)O)(C(CO)O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
154_0	O	1	Amadori/Heyns Rearrangement	18.010564684
154_0	C(C(CO)O)(CC(CNC)=O)=O	1	Amadori/Heyns Rearrangement	175.084457901
156_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
156_0	C(CC(C=O)O)(C(CO)O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
156_0	O	1	Amadori/Heyns Rearrangement	18.010564684
156_0	C(C(CC(C(CO)=O)NC)O)=O	1	Amadori/Heyns Rearrangement	175.084457901
158_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
158_0	C(C(C(C=O)O)O)(CCO)=O	-1	Amadori/Heyns Rearrangement	162.05282342
158_0	O	1	Amadori/Heyns Rearrangement	18.010564684
158_0	C(CCO)(C(C(CNC)=O)O)=O	1	Amadori/Heyns Rearrangement	175.084457901
160_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
160_0	C(C(C(C=O)O)O)(CCO)=O	-1	Amadori/Heyns Rearrangement	162.05282342
160_0	O	1	Amadori/Heyns Rearrangement	18.010564684
160_0	C(C(C(C(CCO)NC)=O)O)=O	1	Amadori/Heyns Rearrangement	175.084457901
162_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
162_0	C(C(C(CC(CO)=O)O)O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
162_0	O	1	Amadori/Heyns Rearrangement	18.010564684
162_0	C(CC(C(CNC)=O)O)(CO)=O	1	Amadori/Heyns Rearrangement	175.084457901
164_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
164_0	C(C(C(CC(CO)=O)O)O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
164_0	O	1	Amadori/Heyns Rearrangement	18.010564684
164_0	C(C(CC(C(C=O)O)O)NC)=O	1	Amadori/Heyns Rearrangement	175.084457901
166_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
166_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
166_0	O	1	Amadori/Heyns Rearrangement	18.010564684
166_0	C(C(C(C(CNC)=O)O)O)(C)=O	1	Amadori/Heyns Rearrangement	175.084457901
168_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
168_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
168_0	O	1	Amadori/Heyns Rearrangement	18.010564684
168_0	C(C(C(C=O)O)O)(C(C)NC)=O	1	Amadori/Heyns Rearrangement	175.084457901
170_0	CN	-1	Amadori/Heyns Rearrangement	31.042199165
170_0	C(CC(C(C(C=O)O)O)O)=O	-1	Amadori/Heyns Rearrangement	162.05282342
170_0	O	1	Amadori/Heyns Rearrangement	18.010564684
170_0	C(CC(C(C(CNC)=O)O)O)=O	1	Amadori/Heyns Rearrangement	175.084457901
172_0	C(CN)(O)=O	-1	Amadori/Heyns Rearrangement	75.032028405
172_0	C(CO)=O	-1	Amadori/Heyns Rearrangement	60.021129368000004
172_0	O	1	Amadori/Heyns Rearrangement	18.010564684
172_0	C(CNCC(O)=O)=O	1	Amadori/Heyns Rearrangement	117.04259308900001
174_0	C(CN)(O)=O	-1	Amadori/Heyns Rearrangement	75.032028405
174_0	C(C(C(CO)O)O)=O	-1	Amadori/Heyns Rearrangement	120.04225873600001
174_0	O	1	Amadori/Heyns Rearrangement	18.010564684
