Source	Target	R or P	Reaction Name	Mass
40_1	C(C(C(C(C(CO)O)O)O)O)=O	1	Knoevenagel H	180.063388104
42_0	O	-1	Benzilic Acid Rearrangement	18.010564684
42_0	C(C(CC(C(CO)O)O)=O)=O	-1	Benzilic Acid Rearrangement	162.05282342
42_0	C(C(CC(C(CO)O)O)O)(O)=O	1	Benzilic Acid Rearrangement	180.06338810399998
42_1	O	-1	Cannizarro 1	18.010564684
42_1	C(C(CC(C(CO)O)O)=O)=O	-1	Cannizarro 1	162.05282342
42_1	C(C(CC(C(CO)O)O)O)(O)=O	1	Cannizarro 1	180.06338810399998
44_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	196.05830272400001
44_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
44_0	C(C(C(C(C(CO)O)O)O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	178.04773804
45_0	C(C(C(CO)O)O)=O	-1	Retro Aldol	120.04225873600001
45_0	C(CO)=O	1	Retro Aldol	60.021129368000004
45_0	C(CO)=O	1	Retro Aldol	60.021129368000004
45_1	C(C(C(CO)O)O)=O	-1	Knoevenagel H (inv)	120.04225873600001
45_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
45_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
48_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Retro Aldol	180.063388104
48_0	C(CO)(CO)=O	1	Retro Aldol	90.031694052
48_0	C(C(CO)O)=O	1	Retro Aldol	90.031694052
48_1	C(CO)(C(C(C(CO)O)O)O)=O	-1	Knoevenagel H (inv)	180.063388104
48_1	C(CO)(CO)=O	1	Knoevenagel H (inv)	90.031694052
48_1	C(C(CO)O)=O	1	Knoevenagel H (inv)	90.031694052
50_0	C(C(CC(C(CO)O)O)=O)=O	-1	Retro Aldol	162.05282342
50_0	C(C(CO)O)=O	1	Retro Aldol	90.031694052
50_0	C(C(C)=O)=O	1	Retro Aldol	72.021129368
52_0	C(CC(C(C(CO)O)O)=O)=O	-1	Retro Aldol	162.05282342
52_0	C(CO)=O	1	Retro Aldol	60.021129368000004
52_0	C(CC(CO)=O)=O	1	Retro Aldol	102.031694052
52_1	C(CC(C(C(CO)O)O)=O)=O	-1	Knoevenagel H (inv)	162.05282342
52_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
52_1	C(CC(CO)=O)=O	1	Knoevenagel H (inv)	102.031694052
54_0	C(C(C(CC(CO)O)=O)O)=O	-1	Retro Aldol	162.05282342
54_0	C(CO)=O	1	Retro Aldol	60.021129368000004
54_0	C(C(C(C)=O)O)=O	1	Retro Aldol	102.031694052
57_0	C(CC(C=O)O)(C(CO)O)=O	-1	Retro Aldol	162.05282342
57_0	C(C=O)=O	1	Retro Aldol	58.005479304000005
57_0	C(C)(C(CO)O)=O	1	Retro Aldol	104.047344116
60_0	C(CC(C=O)O)(C(CO)O)=O	-1	Retro Aldol	162.05282342
60_0	C(C(CC(CO)=O)O)=O	1	Retro Aldol	132.042258736
60_0	C=O	1	Retro Aldol	30.010564684
60_1	C(CC(C=O)O)(C(CO)O)=O	-1	Knoevenagel H (inv)	162.05282342
60_1	C(C(CC(CO)=O)O)=O	1	Knoevenagel H (inv)	132.042258736
60_1	C=O	1	Knoevenagel H (inv)	30.010564684
62_0	C(C(C(C=O)O)O)(CCO)=O	-1	Retro Aldol	162.05282342
62_0	C(CO)=O	1	Retro Aldol	60.021129368000004
62_0	C(C(CCO)=O)=O	1	Retro Aldol	102.031694052
62_1	C(C(C(C=O)O)O)(CCO)=O	-1	Knoevenagel H (inv)	162.05282342
62_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
62_1	C(C(CCO)=O)=O	1	Knoevenagel H (inv)	102.031694052
64_0	C(C(C(C=O)O)O)(CCO)=O	-1	Retro Aldol	162.05282342
64_0	C(C=O)=O	1	Retro Aldol	58.005479304000005
64_0	C(CO)(CCO)=O	1	Retro Aldol	104.047344116
64_1	C(C(C(C=O)O)O)(CCO)=O	-1	Knoevenagel H (inv)	162.05282342
64_1	C(C=O)=O	1	Knoevenagel H (inv)	58.005479304000005
64_1	C(CO)(CCO)=O	1	Knoevenagel H (inv)	104.047344116
66_0	C(C(C(C=O)O)O)(CCO)=O	-1	Retro Aldol	162.05282342
66_0	C=O	1	Retro Aldol	30.010564684
66_0	C(C(C(C(C)=O)O)O)=O	1	Retro Aldol	132.042258736
67_0	C(C(C(CC(CO)=O)O)O)=O	-1	Retro Aldol	162.05282342
67_0	C(CO)=O	1	Retro Aldol	60.021129368000004
67_0	C(CC(CO)=O)=O	1	Retro Aldol	102.031694052
67_1	C(C(C(CC(CO)=O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
67_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
67_1	C(CC(CO)=O)=O	1	Knoevenagel H (inv)	102.031694052
70_0	C(C(C(CC(CO)=O)O)O)=O	-1	Retro Aldol	162.05282342
70_0	C(C(C=O)O)=O	1	Retro Aldol	88.016043988
70_0	C(C)(CO)=O	1	Retro Aldol	74.036779432
71_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Retro Aldol	162.05282342
71_0	C(CO)=O	1	Retro Aldol	60.021129368000004
71_0	C(C(C(C)=O)O)=O	1	Retro Aldol	102.031694052
71_1	C(C(C(C(C(C)=O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
71_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
71_1	C(C(C(C)=O)O)=O	1	Knoevenagel H (inv)	102.031694052
72_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Retro Aldol	162.05282342
72_0	C(C(C=O)O)=O	1	Retro Aldol	88.016043988
72_0	C(C)(CO)=O	1	Retro Aldol	74.036779432
72_1	C(C(C(C(C(C)=O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
72_1	C(C(C=O)O)=O	1	Knoevenagel H (inv)	88.016043988
72_1	C(C)(CO)=O	1	Knoevenagel H (inv)	74.036779432
74_0	C(CC(C(C(C=O)O)O)O)=O	-1	Retro Aldol	162.05282342
74_0	C(CO)=O	1	Retro Aldol	60.021129368000004
74_0	C(CC(C=O)O)=O	1	Retro Aldol	102.031694052
74_1	C(CC(C(C(C=O)O)O)O)=O	-1	Knoevenagel H (inv)	162.05282342
74_1	C(CO)=O	1	Knoevenagel H (inv)	60.021129368000004
74_1	C(CC(C=O)O)=O	1	Knoevenagel H (inv)	102.031694052
77_0	C(CC(C(C(C=O)O)O)O)=O	-1	Retro Aldol	162.05282342
77_0	C(C(C(C=O)O)O)=O	1	Retro Aldol	118.02660867200001
77_0	C(C)=O	1	Retro Aldol	44.026214748
78_0	C(CO)=O	-1	Keto-enol migration twice	60.021129368000004
78_0	C(CO)=O	1	Keto-enol migration twice	60.021129368000004
80_0	C(C(C(CO)O)O)=O	-1	Keto-enol migration twice	120.04225873600001
80_0	C(CO)(C(CO)O)=O	1	Keto-enol migration twice	120.04225873600001
81_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Keto-enol migration twice	180.063388104
81_0	C(C(C(C(C(CO)O)O)O)O)=O	1	Keto-enol migration twice	180.063388104
83_0	C(CO)(C(C(C(CO)O)O)O)=O	-1	Keto-enol migration twice	180.063388104
83_0	C(C(C(CO)O)O)(C(CO)O)=O	1	Keto-enol migration twice	180.063388104
85_0	C(CC(C(C(CO)O)O)=O)=O	-1	Keto-enol migration twice	162.05282342
85_0	C(CC(C(C(CO)O)=O)O)=O	1	Keto-enol migration twice	162.05282342
87_0	C(C(C(CC(CO)O)=O)O)=O	-1	Keto-enol migration twice	162.05282342
87_0	C(C(CO)=O)(CC(CO)O)=O	1	Keto-enol migration twice	162.05282342
89_0	C(C(C(CC(CO)O)=O)O)=O	-1	Keto-enol migration twice	162.05282342
89_0	C(C(C(CC(CO)O)O)=O)=O	1	Keto-enol migration twice	162.05282342
91_0	C(CC(C=O)O)(C(CO)O)=O	-1	Keto-enol migration twice	162.05282342
91_0	C(C(CO)O)(CC(CO)=O)=O	1	Keto-enol migration twice	162.05282342
93_0	C(CC(C=O)O)(C(CO)O)=O	-1	Keto-enol migration twice	162.05282342
93_0	C(C(CC(C(CO)=O)O)O)=O	1	Keto-enol migration twice	162.05282342
95_0	C(C(C(C=O)O)O)(CCO)=O	-1	Keto-enol migration twice	162.05282342
95_0	C(CCO)(C(C(CO)=O)O)=O	1	Keto-enol migration twice	162.05282342
97_0	C(C(C(C=O)O)O)(CCO)=O	-1	Keto-enol migration twice	162.05282342
97_0	C(C(C(C(CCO)O)=O)O)=O	1	Keto-enol migration twice	162.05282342
99_0	C(C(C(CC(CO)=O)O)O)=O	-1	Keto-enol migration twice	162.05282342
99_0	C(CO)(C(CC(CO)=O)O)=O	1	Keto-enol migration twice	162.05282342
101_0	C(C(C(CC(CO)=O)O)O)=O	-1	Keto-enol migration twice	162.05282342
101_0	C(C(C(CC(C=O)O)O)O)=O	1	Keto-enol migration twice	162.05282342
103_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Keto-enol migration twice	162.05282342
103_0	C(C)(C(C(C(CO)=O)O)O)=O	1	Keto-enol migration twice	162.05282342
105_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Keto-enol migration twice	162.05282342
105_0	C(C(C(C=O)O)O)(C(C)O)=O	1	Keto-enol migration twice	162.05282342
107_0	C(CC(C(C(C=O)O)O)O)=O	-1	Keto-enol migration twice	162.05282342
107_0	C(CC(C(C(CO)=O)O)O)=O	1	Keto-enol migration twice	162.05282342
109_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
109_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
109_0	C(CO)=O	-1	Cannizarro 2, glucose (oxidation)	60.021129368000004
109_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
109_0	C(CO)O	1	Cannizarro 2, glucose (oxidation)	62.036779432
111_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
111_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
111_0	C(C(C(CO)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	120.04225873600001
111_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
111_0	C(C(C(CO)O)O)O	1	Cannizarro 2, glucose (oxidation)	122.0579088
113_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
113_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
113_0	C(C(CC(C(CO)O)O)=O)=O	-1	Cannizarro 2, glucose (oxidation)	162.05282342
113_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
113_0	C(CO)(CC(C(CO)O)O)=O	1	Cannizarro 2, glucose (oxidation)	164.068473484
115_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
115_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
115_0	C(CC(C(C(CO)O)O)=O)=O	-1	Cannizarro 2, glucose (oxidation)	162.05282342
115_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
115_0	C(C(C(CO)O)O)(CCO)=O	1	Cannizarro 2, glucose (oxidation)	164.068473484
117_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
117_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
117_0	C(C(C(CC(CO)O)=O)O)=O	-1	Cannizarro 2, glucose (oxidation)	162.05282342
117_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
117_0	C(C(CO)O)(CC(CO)O)=O	1	Cannizarro 2, glucose (oxidation)	164.068473484
118_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
118_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
118_0	C(CC(C=O)O)(C(CO)O)=O	-1	Cannizarro 2, glucose (oxidation)	162.05282342
118_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
118_0	C(C(CO)O)(CC(CO)O)=O	1	Cannizarro 2, glucose (oxidation)	164.068473484
119_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
119_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
119_0	C(C(C(C=O)O)O)(CCO)=O	-1	Cannizarro 2, glucose (oxidation)	162.05282342
119_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
119_0	C(C(C(CO)O)O)(CCO)=O	1	Cannizarro 2, glucose (oxidation)	164.068473484
120_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
120_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
120_0	C(C(C(CC(CO)=O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	162.05282342
120_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
120_0	C(CO)(CC(C(CO)O)O)=O	1	Cannizarro 2, glucose (oxidation)	164.068473484
122_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
122_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
122_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	162.05282342
122_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
122_0	C(C)(C(C(C(CO)O)O)O)=O	1	Cannizarro 2, glucose (oxidation)	164.068473484
124_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
124_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
124_0	C(CC(C(C(C=O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	162.05282342
124_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
124_0	C(CC(C(C(CO)O)O)O)=O	1	Cannizarro 2, glucose (oxidation)	164.068473484
126_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	180.063388104
126_0	O	-1	Cannizarro 2, glucose (oxidation)	18.010564684
126_0	C(CC(C(C(C=O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)	162.05282342
126_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)	196.05830272400001
126_0	C(C(C(C(CCO)O)O)O)=O	1	Cannizarro 2, glucose (oxidation)	164.068473484
128_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
128_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
128_0	C(CO)=O	-1	Cannizarro 2, glucose (reduction)	60.021129368000004
128_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
128_0	C(CO)(O)=O	1	Cannizarro 2, glucose (reduction)	76.01604398799999
130_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
130_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
130_0	C(C(C(CO)O)O)=O	-1	Cannizarro 2, glucose (reduction)	120.04225873600001
130_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
130_0	C(C(C(CO)O)O)(O)=O	1	Cannizarro 2, glucose (reduction)	136.03717335599998
132_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
132_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
132_0	C(C(CC(C(CO)O)O)=O)=O	-1	Cannizarro 2, glucose (reduction)	162.05282342
132_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
132_0	C(C(CC(C(CO)O)O)=O)(O)=O	1	Cannizarro 2, glucose (reduction)	178.04773803999998
134_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
134_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
134_0	C(CC(C(C(CO)O)O)=O)=O	-1	Cannizarro 2, glucose (reduction)	162.05282342
134_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
134_0	C(CC(C(C(CO)O)O)=O)(O)=O	1	Cannizarro 2, glucose (reduction)	178.04773804
136_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
136_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
136_0	C(C(C(CC(CO)O)=O)O)=O	-1	Cannizarro 2, glucose (reduction)	162.05282342
136_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
136_0	C(C(C(CC(CO)O)=O)O)(O)=O	1	Cannizarro 2, glucose (reduction)	178.04773803999998
138_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
138_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
138_0	C(CC(C=O)O)(C(CO)O)=O	-1	Cannizarro 2, glucose (reduction)	162.05282342
138_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
138_0	C(CC(C(O)=O)O)(C(CO)O)=O	1	Cannizarro 2, glucose (reduction)	178.04773803999998
140_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
140_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
140_0	C(C(C(C=O)O)O)(CCO)=O	-1	Cannizarro 2, glucose (reduction)	162.05282342
140_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
140_0	C(C(C(C(O)=O)O)O)(CCO)=O	1	Cannizarro 2, glucose (reduction)	178.04773803999998
142_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
142_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
142_0	C(C(C(CC(CO)=O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	162.05282342
142_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
142_0	C(C(C(CC(CO)=O)O)O)(O)=O	1	Cannizarro 2, glucose (reduction)	178.04773803999998
144_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
144_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
144_0	C(C(C(C(C(C)=O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	162.05282342
144_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
144_0	C(C(C(C(C(C)=O)O)O)O)(O)=O	1	Cannizarro 2, glucose (reduction)	178.04773803999998
146_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
146_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
146_0	C(CC(C(C(C=O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	162.05282342
146_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
146_0	C(CC(C(C(C(O)=O)O)O)O)=O	1	Cannizarro 2, glucose (reduction)	178.04773803999998
148_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	180.063388104
148_0	O	-1	Cannizarro 2, glucose (reduction)	18.010564684
148_0	C(CC(C(C(C=O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)	162.05282342
148_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)	182.079038168
148_0	C(CC(C(C(C=O)O)O)O)(O)=O	1	Cannizarro 2, glucose (reduction)	178.04773803999998
150_0	C(CC(C=O)O)(C(CO)O)=O	-1	Knoevenagel C	162.05282342
150_0	C1(CC(C(C1(CO)O)O)O)=O	1	Knoevenagel C	162.05282342
150_1	C(CC(C=O)O)(C(CO)O)=O	-1	Knoevenagel H	162.05282342
150_1	C1(CC(C(C1(CO)O)O)O)=O	1	Knoevenagel H	162.05282342
152_0	C(CC(C(C(C=O)O)O)O)=O	-1	Knoevenagel C	162.05282342
152_0	C(C1(C(C(CC1O)O)O)O)=O	1	Knoevenagel C	162.05282342
152_1	C(CC(C(C(C=O)O)O)O)=O	-1	Knoevenagel H	162.05282342
152_1	C(C1(C(C(CC1O)O)O)O)=O	1	Knoevenagel H	162.05282342
154_0	C(CO)=O	-1	Knoevenagel C	60.021129368000004
154_0	C(C(C(CO)O)O)=O	-1	Knoevenagel C	120.04225873600001
154_0	C(C(C(CO)O)(C(CO)O)O)=O	1	Knoevenagel C	180.063388104
