Source	Target	Reaction Name	Mass
C(C(CO)O)(O)=O	32_0	Knoevenagel H (inv)	106.02660867200001
32_0	C=O	Knoevenagel H (inv)	30.010564684
32_0	C(CO)(O)=O	Knoevenagel H (inv)	76.016043988
C(C(CO)O)(O)=O	33_0	Elimination + enol to keto	106.02660867200001
33_0	O	Elimination + enol to keto	18.010564684
33_0	C(CC(O)=O)=O	Elimination + enol to keto	88.016043988
C(C(CO)O)(O)=O	34_0	Elimination + enol to keto	106.02660867200001
34_0	C(C(C)=O)(O)=O	Elimination + enol to keto	88.016043988
34_0	O	Elimination + enol to keto	18.010564684
C(C(C)(CC(C(O)=O)=O)O)(O)=O	36_0	Elimination2	176.032087976
36_0	O	Elimination2	18.010564684
36_0	C(C(C)=CC(C(O)=O)=O)(O)=O	Elimination2	158.021523292
C(C(C)(CC(C(O)=O)=O)O)(O)=O	38_0	Elimination2	176.032087976
38_0	O	Elimination2	18.010564684
38_0	C=C(C(O)=O)CC(C(O)=O)=O	Elimination2	158.021523292
O	40_0	Hydration of C(=O)C	18.010564684
C(C(C)(CC(C(O)=O)=O)O)(O)=O	40_0	Hydration of C(=O)C	176.032087976
40_0	C(C(C)(C(C(C(O)=O)O)O)O)(O)=O	Hydration of C(=O)C	194.04265266000002
O	42_0	Hydration of C(=O)C	18.010564684
C(C)=O	42_0	Hydration of C(=O)C	44.026214748
42_0	C(CO)O	Hydration of C(=O)C	62.036779432
C(C(C)(CC(C(O)=O)=O)O)(O)=O	44_0	Hemiacetal Formation for 5 membered rings	176.032087976
44_0	C1(C(C)(CC(C(O)=O)(O)O1)O)=O	Hemiacetal Formation for 5 membered rings	176.032087976
C(C(C)(CC(C(O)=O)=O)O)(O)=O	45_0	Alpha-Keto Acid Decarboxylation	176.032087976
45_0	C(=O)=O	Alpha-Keto Acid Decarboxylation	43.98982924
45_0	C(C(C)(CC=O)O)(O)=O	Alpha-Keto Acid Decarboxylation	132.042258736
C(C(C)(CC(C(O)=O)=O)O)(O)=O	47_0	Ring Closure 5 membered O, O	176.032087976
47_0	O	Ring Closure 5 membered O, O	18.010564684
47_0	C(C1(C)CC(C(O1)=O)=O)(O)=O	Ring Closure 5 membered O, O	158.021523292
C(C(C)(CC(C(O)=O)=O)O)(O)=O	49_0	Ring Closure 6 membered O, O	176.032087976
49_0	O	Ring Closure 6 membered O, O	18.010564684
49_0	C1(C(C)(CC(C(O1)=O)=O)O)=O	Ring Closure 6 membered O, O	158.021523292
C(C(O)=O)(CC(C(C)=O)=O)=O	51_0	Aldol Condensation	158.021523292
51_0	C(C1(CC(C(C1)=O)=O)O)(O)=O	Aldol Condensation	158.021523292
C(CC(C)O)=O	53_0	Aldol Condensation	88.052429496
C(CC(C)O)=O	53_0	Aldol Condensation	88.052429496
53_0	C(C(C(C)O)C(CC(C)O)O)=O	Aldol Condensation	176.104858992
C(CC(C)O)=O	53_1	Knoevenagel C	88.052429496
C(CC(C)O)=O	53_1	Knoevenagel C	88.052429496
53_1	C(C(C(C)O)C(CC(C)O)O)=O	Knoevenagel C	176.104858992
C(CC(C)O)=O	55_0	Aldol Condensation	88.052429496
C(CC(O)=O)=O	55_0	Aldol Condensation	88.016043988
55_0	C(C(C=O)C(CC(C)O)O)(O)=O	Aldol Condensation	176.068473484
C(CC(C)O)=O	55_1	Knoevenagel C	88.052429496
C(CC(O)=O)=O	55_1	Knoevenagel C	88.016043988
55_1	C(C(C=O)C(CC(C)O)O)(O)=O	Knoevenagel C	176.068473484
C(CC(C)O)=O	57_0	Aldol Condensation	88.052429496
C(C(CO)=O)=O	57_0	Aldol Condensation	88.016043988
57_0	C(C(C(C(CC(C)O)O)O)=O)=O	Aldol Condensation	176.068473484
C(CC(C)O)=O	57_1	Knoevenagel H	88.052429496
C(C(CO)=O)=O	57_1	Knoevenagel H	88.016043988
57_1	C(C(C(C(CC(C)O)O)O)=O)=O	Knoevenagel H	176.068473484
C(C)=O	59_0	Aldol Condensation	44.026214748
C(CC(C)O)=O	59_0	Aldol Condensation	88.052429496
59_0	C(CC(CC(C)O)O)=O	Aldol Condensation	132.078644244
C(C(C)=O)(O)=O	61_0	Aldol Condensation	88.016043988
C(CC(C)O)=O	61_0	Aldol Condensation	88.052429496
61_0	C(C(CC(CC(C)O)O)=O)(O)=O	Aldol Condensation	176.068473484
C(CC(C)O)=O	63_0	Aldol Condensation	88.052429496
C(CC(O)=O)=O	63_0	Aldol Condensation	88.016043988
63_0	C(C(C(CC(O)=O)O)C(C)O)=O	Aldol Condensation	176.068473484
C(CC(C)O)=O	63_1	Knoevenagel C	88.052429496
C(CC(O)=O)=O	63_1	Knoevenagel C	88.016043988
63_1	C(C(C(CC(O)=O)O)C(C)O)=O	Knoevenagel C	176.068473484
C(CC(C)O)=O	65_0	Aldol Condensation	88.052429496
C(C(CO)=O)=O	65_0	Aldol Condensation	88.016043988
65_0	C(C(C(C)O)C(C(CO)=O)O)=O	Aldol Condensation	176.068473484
C(CC(C)O)=O	65_1	Knoevenagel C	88.052429496
C(C(CO)=O)=O	65_1	Knoevenagel C	88.016043988
65_1	C(C(C(C)O)C(C(CO)=O)O)=O	Knoevenagel C	176.068473484
C(CC(C)O)=O	67_0	Aldol Condensation	88.052429496
C(C(CO)=O)=O	67_0	Aldol Condensation	88.016043988
67_0	C(C(C(C)O)C(C=O)(CO)O)=O	Aldol Condensation	176.068473484
C(CC(C)O)=O	67_1	Knoevenagel C	88.052429496
C(C(CO)=O)=O	67_1	Knoevenagel C	88.016043988
67_1	C(C(C(C)O)C(C=O)(CO)O)=O	Knoevenagel C	176.068473484
C(CC(C)O)=O	69_0	Aldol Condensation	88.052429496
C=O	69_0	Aldol Condensation	30.010564684
69_0	C(C(CO)C(C)O)=O	Aldol Condensation	118.06299418
C(CC(C)O)=O	69_1	Knoevenagel C	88.052429496
C=O	69_1	Knoevenagel C	30.010564684
69_1	C(C(CO)C(C)O)=O	Knoevenagel C	118.06299418
C(C)=O	71_0	Aldol Condensation	44.026214748
C(CC(C)O)=O	71_0	Aldol Condensation	88.052429496
71_0	C(C(C(C)O)C(C)O)=O	Aldol Condensation	132.078644244
C(C)=O	71_1	Knoevenagel C	44.026214748
C(CC(C)O)=O	71_1	Knoevenagel C	88.052429496
71_1	C(C(C(C)O)C(C)O)=O	Knoevenagel C	132.078644244
C(=O)=O	73_0	Aldol Condensation	43.98982924
C(CC(C)O)=O	73_0	Aldol Condensation	88.052429496
73_0	C(C(C=O)C(C)O)(O)=O	Aldol Condensation	132.042258736
C(=O)=O	73_1	Knoevenagel C	43.98982924
C(CC(C)O)=O	73_1	Knoevenagel C	88.052429496
73_1	C(C(C=O)C(C)O)(O)=O	Knoevenagel C	132.042258736
C(C(C)=O)(O)=O	75_0	Aldol Condensation	88.016043988
C(CC(C)O)=O	75_0	Aldol Condensation	88.052429496
75_0	C(C(C(C)O)C(C(O)=O)(C)O)=O	Aldol Condensation	176.068473484
C(C(C)=O)(O)=O	75_1	Knoevenagel C	88.016043988
C(CC(C)O)=O	75_1	Knoevenagel C	88.052429496
75_1	C(C(C(C)O)C(C(O)=O)(C)O)=O	Knoevenagel C	176.068473484
C(C)=O	77_0	Aldol Condensation	44.026214748
C(C(CC(C)O)=O)(O)=O	77_0	Aldol Condensation	132.042258736
77_0	C(C(CC(C)O)(CC=O)O)(O)=O	Aldol Condensation	176.068473484
C(C(CC(C)O)=O)(O)=O	79_0	Aldol Condensation	132.042258736
C=O	79_0	Aldol Condensation	30.010564684
79_0	C(C(C(CO)C(C)O)=O)(O)=O	Aldol Condensation	162.05282342
C(C(CC(C)O)=O)(O)=O	79_1	Knoevenagel C	132.042258736
C=O	79_1	Knoevenagel C	30.010564684
79_1	C(C(C(CO)C(C)O)=O)(O)=O	Knoevenagel C	162.05282342
C(C)=O	81_0	Aldol Condensation	44.026214748
C(C(CC(C)O)=O)(O)=O	81_0	Aldol Condensation	132.042258736
81_0	C(C(C(C(C)O)C(C)O)=O)(O)=O	Aldol Condensation	176.068473484
C(C)=O	81_1	Knoevenagel C	44.026214748
C(C(CC(C)O)=O)(O)=O	81_1	Knoevenagel C	132.042258736
81_1	C(C(C(C(C)O)C(C)O)=O)(O)=O	Knoevenagel C	176.068473484
C(=O)=O	83_0	Aldol Condensation	43.98982924
C(C(CC(C)O)=O)(O)=O	83_0	Aldol Condensation	132.042258736
83_0	C(C(C(C(O)=O)=O)C(C)O)(O)=O	Aldol Condensation	176.032087976
C(=O)=O	83_1	Knoevenagel C	43.98982924
C(C(CC(C)O)=O)(O)=O	83_1	Knoevenagel C	132.042258736
83_1	C(C(C(C(O)=O)=O)C(C)O)(O)=O	Knoevenagel C	176.032087976
C(CC(O)=O)=O	85_0	Aldol Condensation	88.016043988
C(CC(O)=O)=O	85_0	Aldol Condensation	88.016043988
85_0	C(C(C=O)C(CC(O)=O)O)(O)=O	Aldol Condensation	176.032087976
C(CC(O)=O)=O	85_1	Knoevenagel C	88.016043988
C(CC(O)=O)=O	85_1	Knoevenagel C	88.016043988
85_1	C(C(C=O)C(CC(O)=O)O)(O)=O	Knoevenagel C	176.032087976
C(CC(O)=O)=O	87_0	Aldol Condensation	88.016043988
C(C(CO)=O)=O	87_0	Aldol Condensation	88.016043988
87_0	C(CC(C(C(C=O)=O)O)O)(O)=O	Aldol Condensation	176.032087976
C(CC(O)=O)=O	87_1	Knoevenagel H	88.016043988
C(C(CO)=O)=O	87_1	Knoevenagel H	88.016043988
87_1	C(CC(C(C(C=O)=O)O)O)(O)=O	Knoevenagel H	176.032087976
C(C)=O	89_0	Aldol Condensation	44.026214748
C(CC(O)=O)=O	89_0	Aldol Condensation	88.016043988
89_0	C(CC(CC=O)O)(O)=O	Aldol Condensation	132.042258736
C(C(C)=O)(O)=O	91_0	Aldol Condensation	88.016043988
C(CC(O)=O)=O	91_0	Aldol Condensation	88.016043988
91_0	C(CC(CC(C(O)=O)=O)O)(O)=O	Aldol Condensation	176.032087976
C(CC(O)=O)=O	93_0	Aldol Condensation	88.016043988
C(C(CO)=O)=O	93_0	Aldol Condensation	88.016043988
93_0	C(C(C=O)C(C(CO)=O)O)(O)=O	Aldol Condensation	176.032087976
C(CC(O)=O)=O	93_1	Knoevenagel C	88.016043988
C(C(CO)=O)=O	93_1	Knoevenagel C	88.016043988
93_1	C(C(C=O)C(C(CO)=O)O)(O)=O	Knoevenagel C	176.032087976
C(CC(O)=O)=O	95_0	Aldol Condensation	88.016043988
C(C(CO)=O)=O	95_0	Aldol Condensation	88.016043988
95_0	C(C(C=O)C(C=O)(CO)O)(O)=O	Aldol Condensation	176.032087976
C(CC(O)=O)=O	95_1	Knoevenagel C	88.016043988
C(C(CO)=O)=O	95_1	Knoevenagel C	88.016043988
95_1	C(C(C=O)C(C=O)(CO)O)(O)=O	Knoevenagel C	176.032087976
C(CC(O)=O)=O	97_0	Aldol Condensation	88.016043988
C=O	97_0	Aldol Condensation	30.010564684
97_0	C(C(C=O)CO)(O)=O	Aldol Condensation	118.02660867200001
C(CC(O)=O)=O	97_1	Knoevenagel C	88.016043988
C=O	97_1	Knoevenagel C	30.010564684
97_1	C(C(C=O)CO)(O)=O	Knoevenagel C	118.02660867200001
C(C)=O	98_0	Aldol Condensation	44.026214748
C(CC(O)=O)=O	98_0	Aldol Condensation	88.016043988
98_0	C(C(C=O)C(C)O)(O)=O	Aldol Condensation	132.042258736
C(C)=O	98_1	Knoevenagel C	44.026214748
C(CC(O)=O)=O	98_1	Knoevenagel C	88.016043988
98_1	C(C(C=O)C(C)O)(O)=O	Knoevenagel C	132.042258736
C(=O)=O	100_0	Aldol Condensation	43.98982924
C(CC(O)=O)=O	100_0	Aldol Condensation	88.016043988
100_0	C(C(C(O)=O)C(O)=O)=O	Aldol Condensation	132.005873228
C(=O)=O	100_1	Knoevenagel C	43.98982924
C(CC(O)=O)=O	100_1	Knoevenagel C	88.016043988
100_1	C(C(C(O)=O)C(O)=O)=O	Knoevenagel C	132.005873228
C(C(C)=O)(O)=O	102_0	Aldol Condensation	88.016043988
C(CC(O)=O)=O	102_0	Aldol Condensation	88.016043988
102_0	C(C(C=O)C(C(O)=O)(C)O)(O)=O	Aldol Condensation	176.032087976
C(C(C)=O)(O)=O	102_1	Knoevenagel C	88.016043988
C(CC(O)=O)=O	102_1	Knoevenagel C	88.016043988
102_1	C(C(C=O)C(C(O)=O)(C)O)(O)=O	Knoevenagel C	176.032087976
C(C)=O	104_0	Aldol Condensation	44.026214748
C(C(C)(CC=O)O)(O)=O	104_0	Aldol Condensation	132.042258736
104_0	C(C(C)(CC(CC=O)O)O)(O)=O	Aldol Condensation	176.068473484
C(C(C)(CC=O)O)(O)=O	106_0	Aldol Condensation	132.042258736
C=O	106_0	Aldol Condensation	30.010564684
106_0	C(C(CO)C(C(O)=O)(C)O)=O	Aldol Condensation	162.05282342
C(C(C)(CC=O)O)(O)=O	106_1	Knoevenagel C	132.042258736
C=O	106_1	Knoevenagel C	30.010564684
106_1	C(C(CO)C(C(O)=O)(C)O)=O	Knoevenagel C	162.05282342
C(C)=O	107_0	Aldol Condensation	44.026214748
C(C(C)(CC=O)O)(O)=O	107_0	Aldol Condensation	132.042258736
107_0	C(C(C(C)O)C(C(O)=O)(C)O)=O	Aldol Condensation	176.068473484
C(C)=O	107_1	Knoevenagel C	44.026214748
C(C(C)(CC=O)O)(O)=O	107_1	Knoevenagel C	132.042258736
107_1	C(C(C(C)O)C(C(O)=O)(C)O)=O	Knoevenagel C	176.068473484
C(=O)=O	108_0	Aldol Condensation	43.98982924
C(C(C)(CC=O)O)(O)=O	108_0	Aldol Condensation	132.042258736
108_0	C(C(C=O)C(C(O)=O)(C)O)(O)=O	Aldol Condensation	176.032087976
C(=O)=O	108_1	Knoevenagel C	43.98982924
C(C(C)(CC=O)O)(O)=O	108_1	Knoevenagel C	132.042258736
108_1	C(C(C=O)C(C(O)=O)(C)O)(O)=O	Knoevenagel C	176.032087976
C(C)=O	110_0	Aldol Condensation	44.026214748
C(CC(C(O)=O)=O)(O)=O	110_0	Aldol Condensation	132.005873228
110_0	C(CC(C(O)=O)(CC=O)O)(O)=O	Aldol Condensation	176.032087976
C(CC(C(O)=O)=O)(O)=O	112_0	Aldol Condensation	132.005873228
C=O	112_0	Aldol Condensation	30.010564684
112_0	C(C(C(C(O)=O)=O)CO)(O)=O	Aldol Condensation	162.01643791200001
C(CC(C(O)=O)=O)(O)=O	112_1	Knoevenagel C	132.005873228
C=O	112_1	Knoevenagel C	30.010564684
112_1	C(C(C(C(O)=O)=O)CO)(O)=O	Knoevenagel C	162.01643791200001
C(C)=O	113_0	Aldol Condensation	44.026214748
C(CC(C(O)=O)=O)(O)=O	113_0	Aldol Condensation	132.005873228
113_0	C(C(C(C(O)=O)=O)C(C)O)(O)=O	Aldol Condensation	176.032087976
C(C)=O	113_1	Knoevenagel C	44.026214748
C(CC(C(O)=O)=O)(O)=O	113_1	Knoevenagel C	132.005873228
113_1	C(C(C(C(O)=O)=O)C(C)O)(O)=O	Knoevenagel C	176.032087976
C(=O)=O	115_0	Aldol Condensation	43.98982924
C(CC(C(O)=O)=O)(O)=O	115_0	Aldol Condensation	132.005873228
115_0	C(C(C(O)=O)C(C(O)=O)=O)(O)=O	Aldol Condensation	175.99570246800002
C(=O)=O	115_1	Knoevenagel C	43.98982924
C(CC(C(O)=O)=O)(O)=O	115_1	Knoevenagel C	132.005873228
115_1	C(C(C(O)=O)C(C(O)=O)=O)(O)=O	Knoevenagel C	175.99570246800002
C(C(O)=O)(CC(C(C)=O)=O)=O	117_0	Aldol Condensation	158.021523292
C=O	117_0	Aldol Condensation	30.010564684
117_0	C(C(C(C(C(C)=O)=O)CO)=O)(O)=O	Aldol Condensation	188.032087976
C(C(O)=O)(CC(C(C)=O)=O)=O	117_1	Knoevenagel C	158.021523292
C=O	117_1	Knoevenagel C	30.010564684
117_1	C(C(C(C(C(C)=O)=O)CO)=O)(O)=O	Knoevenagel C	188.032087976
C(C(O)=O)(CC(C(C)=O)=O)=O	119_0	Aldol Condensation	158.021523292
C=O	119_0	Aldol Condensation	30.010564684
119_0	C(C(CC(C(CCO)=O)=O)=O)(O)=O	Aldol Condensation	188.032087976
C(C(CO)=O)=O	121_0	Aldol Condensation	88.016043988
C(C(CO)=O)=O	121_0	Aldol Condensation	88.016043988
121_0	C(CO)(C(C(C(C=O)=O)O)O)=O	Aldol Condensation	176.032087976
C(C(CO)=O)=O	121_1	Knoevenagel H	88.016043988
C(C(CO)=O)=O	121_1	Knoevenagel H	88.016043988
121_1	C(CO)(C(C(C(C=O)=O)O)O)=O	Knoevenagel H	176.032087976
C(C)=O	123_0	Aldol Condensation	44.026214748
C(C(CO)=O)=O	123_0	Aldol Condensation	88.016043988
123_0	C(CC(C(CO)=O)O)=O	Aldol Condensation	132.042258736
C(C(C)=O)(O)=O	125_0	Aldol Condensation	88.016043988
C(C(CO)=O)=O	125_0	Aldol Condensation	88.016043988
125_0	C(CO)(C(CC(C(O)=O)=O)O)=O	Aldol Condensation	176.032087976
C(C(CO)=O)=O	127_0	Aldol Condensation	88.016043988
C(C(CO)=O)=O	127_0	Aldol Condensation	88.016043988
127_0	C(C(CO)(C(C(C=O)=O)O)O)=O	Aldol Condensation	176.032087976
C(C(CO)=O)=O	127_1	Knoevenagel H	88.016043988
C(C(CO)=O)=O	127_1	Knoevenagel H	88.016043988
127_1	C(C(CO)(C(C(C=O)=O)O)O)=O	Knoevenagel H	176.032087976
C(C)=O	129_0	Aldol Condensation	44.026214748
C(C(CO)=O)=O	129_0	Aldol Condensation	88.016043988
129_0	C(C(CO)(CC=O)O)=O	Aldol Condensation	132.042258736
C(C(C)=O)(O)=O	131_0	Aldol Condensation	88.016043988
C(C(CO)=O)=O	131_0	Aldol Condensation	88.016043988
131_0	C(C(CO)(CC(C(O)=O)=O)O)=O	Aldol Condensation	176.032087976
C(C(CO)=O)=O	133_0	Aldol Condensation	88.016043988
C=O	133_0	Aldol Condensation	30.010564684
133_0	C(C(C(CO)O)=O)=O	Aldol Condensation	118.02660867200001
C(C(CO)=O)=O	133_1	Knoevenagel H	88.016043988
C=O	133_1	Knoevenagel H	30.010564684
133_1	C(C(C(CO)O)=O)=O	Knoevenagel H	118.02660867200001
C(C)=O	135_0	Aldol Condensation	44.026214748
C(C(CO)=O)=O	135_0	Aldol Condensation	88.016043988
135_0	C(C(C(C(C)O)O)=O)=O	Aldol Condensation	132.042258736
C(C)=O	135_1	Knoevenagel H	44.026214748
C(C(CO)=O)=O	135_1	Knoevenagel H	88.016043988
135_1	C(C(C(C(C)O)O)=O)=O	Knoevenagel H	132.042258736
C(=O)=O	137_0	Aldol Condensation	43.98982924
C(C(CO)=O)=O	137_0	Aldol Condensation	88.016043988
137_0	C(C(C(C=O)=O)O)(O)=O	Aldol Condensation	132.00587322799998
C(=O)=O	137_1	Knoevenagel H	43.98982924
C(C(CO)=O)=O	137_1	Knoevenagel H	88.016043988
137_1	C(C(C(C=O)=O)O)(O)=O	Knoevenagel H	132.00587322799998
C(C(C)=O)(O)=O	139_0	Aldol Condensation	88.016043988
C(C(CO)=O)=O	139_0	Aldol Condensation	88.016043988
139_0	C(C(C)(C(C(C=O)=O)O)O)(O)=O	Aldol Condensation	176.032087976
C(C(C)=O)(O)=O	139_1	Knoevenagel H	88.016043988
C(C(CO)=O)=O	139_1	Knoevenagel H	88.016043988
139_1	C(C(C)(C(C(C=O)=O)O)O)(O)=O	Knoevenagel H	176.032087976
C=O	141_0	Aldol Condensation	30.010564684
C=C(C(O)=O)CC(C(O)=O)=O	141_0	Aldol Condensation	158.021523292
141_0	C=C(C(O)=O)C(C(C(O)=O)=O)CO	Aldol Condensation	188.032087976
C=O	143_0	Aldol Condensation	30.010564684
C(C1(C)CC(C(O1)=O)=O)(O)=O	143_0	Aldol Condensation	158.021523292
143_0	C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O	Aldol Condensation	188.032087976
C=O	143_1	Knoevenagel C	30.010564684
C(C1(C)CC(C(O1)=O)=O)(O)=O	143_1	Knoevenagel C	158.021523292
143_1	C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O	Knoevenagel C	188.032087976
C=O	145_0	Aldol Condensation	30.010564684
C1(C(C)(CC(C(O1)=O)=O)O)=O	145_0	Aldol Condensation	158.021523292
145_0	C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O	Aldol Condensation	188.032087976
C=O	145_1	Knoevenagel C	30.010564684
C1(C(C)(CC(C(O1)=O)=O)O)=O	145_1	Knoevenagel C	158.021523292
145_1	C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O	Knoevenagel C	188.032087976
C(C)=O	147_0	Aldol Condensation	44.026214748
C=O	147_0	Aldol Condensation	30.010564684
147_0	C(CCO)=O	Aldol Condensation	74.036779432
C(C(C)=O)(O)=O	149_0	Aldol Condensation	88.016043988
C=O	149_0	Aldol Condensation	30.010564684
149_0	C(C(CCO)=O)(O)=O	Aldol Condensation	118.02660867200001
O	150_0	Benzilic Acid Rearrangement	18.010564684
C(C(O)=O)(CC(C(C)=O)=O)=O	150_0	Benzilic Acid Rearrangement	158.021523292
150_0	C(C(C)(CC(C(O)=O)=O)O)(O)=O	Benzilic Acid Rearrangement	176.032087976
O	151_0	Benzilic Acid Rearrangement	18.010564684
C(C(CO)=O)=O	151_0	Benzilic Acid Rearrangement	88.016043988
151_0	C(C(CO)O)(O)=O	Benzilic Acid Rearrangement	106.02660867200001
O	151_1	Cannizarro 1	18.010564684
C(C(CO)=O)=O	151_1	Cannizarro 1	88.016043988
151_1	C(C(CO)O)(O)=O	Cannizarro 1	106.02660867200001
C(C(C)(CC=O)O)(O)=O	153_0	Benzilic Acid Rearrangement (inverse)	132.042258736
153_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
153_0	C(CC(C(C)=O)=O)=O	Benzilic Acid Rearrangement (inverse)	114.031694052
C(C(CO)(C(C)O)O)(O)=O	155_0	Benzilic Acid Rearrangement (inverse)	150.05282342
155_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
155_0	C(C(CO)=O)(C(C)O)=O	Benzilic Acid Rearrangement (inverse)	132.042258736
C(C(C(O)=O)(CO)O)(O)=O	157_0	Benzilic Acid Rearrangement (inverse)	150.016437912
157_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
157_0	C(C(C(CO)=O)=O)(O)=O	Benzilic Acid Rearrangement (inverse)	132.005873228
C(C(CO)(C(C(O)=O)(C)O)O)(O)=O	159_0	Benzilic Acid Rearrangement (inverse)	194.04265266000002
159_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
159_0	C(C(C(C(C)=O)=O)(CO)O)(O)=O	Benzilic Acid Rearrangement (inverse)	176.032087976
C(C(CO)(C(C(O)=O)(C)O)O)(O)=O	161_0	Benzilic Acid Rearrangement (inverse)	194.04265266000002
161_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
161_0	C(C(C(C(CO)=O)=O)(C)O)(O)=O	Benzilic Acid Rearrangement (inverse)	176.032087976
C(CO)(O)=O	163_0	Benzilic Acid Rearrangement (inverse)	76.016043988
163_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
163_0	C(C=O)=O	Benzilic Acid Rearrangement (inverse)	58.005479304000005
C(C(C)(C(C(C(O)=O)O)O)O)(O)=O	164_0	Benzilic Acid Rearrangement (inverse)	194.04265266000002
164_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
164_0	C(C(C)(C(C(C=O)=O)O)O)(O)=O	Benzilic Acid Rearrangement (inverse)	176.032087976
C(C(C)(C(C(C(O)=O)O)O)O)(O)=O	166_0	Benzilic Acid Rearrangement (inverse)	194.04265266000002
166_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
166_0	C(C(C(C(C(C)=O)=O)O)O)(O)=O	Benzilic Acid Rearrangement (inverse)	176.032087976
C1(C(C)(CC(C(O)=O)(O)O1)O)=O	167_0	Benzilic Acid Rearrangement (inverse)	176.032087976
167_0	O	Benzilic Acid Rearrangement (inverse)	18.010564684
