Source	Target	R or P	Reaction Name	Mass
65_0	C(C(C(C)O)C(C(CO)=O)O)=O	1	Aldol Condensation	176.068473484
65_1	C(CC(C)O)=O	-1	Knoevenagel C	88.052429496
65_1	C(C(CO)=O)=O	-1	Knoevenagel C	88.016043988
65_1	C(C(C(C)O)C(C(CO)=O)O)=O	1	Knoevenagel C	176.068473484
67_0	C(CC(C)O)=O	-1	Aldol Condensation	88.052429496
67_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
67_0	C(C(C(C)O)C(C=O)(CO)O)=O	1	Aldol Condensation	176.068473484
67_1	C(CC(C)O)=O	-1	Knoevenagel C	88.052429496
67_1	C(C(CO)=O)=O	-1	Knoevenagel C	88.016043988
67_1	C(C(C(C)O)C(C=O)(CO)O)=O	1	Knoevenagel C	176.068473484
69_0	C(CC(C)O)=O	-1	Aldol Condensation	88.052429496
69_0	C=O	-1	Aldol Condensation	30.010564684
69_0	C(C(CO)C(C)O)=O	1	Aldol Condensation	118.06299418
69_1	C(CC(C)O)=O	-1	Knoevenagel C	88.052429496
69_1	C=O	-1	Knoevenagel C	30.010564684
69_1	C(C(CO)C(C)O)=O	1	Knoevenagel C	118.06299418
71_0	C(C)=O	-1	Aldol Condensation	44.026214748
71_0	C(CC(C)O)=O	-1	Aldol Condensation	88.052429496
71_0	C(C(C(C)O)C(C)O)=O	1	Aldol Condensation	132.078644244
71_1	C(C)=O	-1	Knoevenagel C	44.026214748
71_1	C(CC(C)O)=O	-1	Knoevenagel C	88.052429496
71_1	C(C(C(C)O)C(C)O)=O	1	Knoevenagel C	132.078644244
73_0	C(=O)=O	-1	Aldol Condensation	43.98982924
73_0	C(CC(C)O)=O	-1	Aldol Condensation	88.052429496
73_0	C(C(C=O)C(C)O)(O)=O	1	Aldol Condensation	132.042258736
73_1	C(=O)=O	-1	Knoevenagel C	43.98982924
73_1	C(CC(C)O)=O	-1	Knoevenagel C	88.052429496
73_1	C(C(C=O)C(C)O)(O)=O	1	Knoevenagel C	132.042258736
75_0	C(C(C)=O)(O)=O	-1	Aldol Condensation	88.016043988
75_0	C(CC(C)O)=O	-1	Aldol Condensation	88.052429496
75_0	C(C(C(C)O)C(C(O)=O)(C)O)=O	1	Aldol Condensation	176.068473484
75_1	C(C(C)=O)(O)=O	-1	Knoevenagel C	88.016043988
75_1	C(CC(C)O)=O	-1	Knoevenagel C	88.052429496
75_1	C(C(C(C)O)C(C(O)=O)(C)O)=O	1	Knoevenagel C	176.068473484
77_0	C(C)=O	-1	Aldol Condensation	44.026214748
77_0	C(C(CC(C)O)=O)(O)=O	-1	Aldol Condensation	132.042258736
77_0	C(C(CC(C)O)(CC=O)O)(O)=O	1	Aldol Condensation	176.068473484
79_0	C(C(CC(C)O)=O)(O)=O	-1	Aldol Condensation	132.042258736
79_0	C=O	-1	Aldol Condensation	30.010564684
79_0	C(C(C(CO)C(C)O)=O)(O)=O	1	Aldol Condensation	162.05282342
79_1	C(C(CC(C)O)=O)(O)=O	-1	Knoevenagel C	132.042258736
79_1	C=O	-1	Knoevenagel C	30.010564684
79_1	C(C(C(CO)C(C)O)=O)(O)=O	1	Knoevenagel C	162.05282342
81_0	C(C)=O	-1	Aldol Condensation	44.026214748
81_0	C(C(CC(C)O)=O)(O)=O	-1	Aldol Condensation	132.042258736
81_0	C(C(C(C(C)O)C(C)O)=O)(O)=O	1	Aldol Condensation	176.068473484
81_1	C(C)=O	-1	Knoevenagel C	44.026214748
81_1	C(C(CC(C)O)=O)(O)=O	-1	Knoevenagel C	132.042258736
81_1	C(C(C(C(C)O)C(C)O)=O)(O)=O	1	Knoevenagel C	176.068473484
83_0	C(=O)=O	-1	Aldol Condensation	43.98982924
83_0	C(C(CC(C)O)=O)(O)=O	-1	Aldol Condensation	132.042258736
83_0	C(C(C(C(O)=O)=O)C(C)O)(O)=O	1	Aldol Condensation	176.032087976
83_1	C(=O)=O	-1	Knoevenagel C	43.98982924
83_1	C(C(CC(C)O)=O)(O)=O	-1	Knoevenagel C	132.042258736
83_1	C(C(C(C(O)=O)=O)C(C)O)(O)=O	1	Knoevenagel C	176.032087976
85_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
85_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
85_0	C(C(C=O)C(CC(O)=O)O)(O)=O	1	Aldol Condensation	176.032087976
85_1	C(CC(O)=O)=O	-1	Knoevenagel C	88.016043988
85_1	C(CC(O)=O)=O	-1	Knoevenagel C	88.016043988
85_1	C(C(C=O)C(CC(O)=O)O)(O)=O	1	Knoevenagel C	176.032087976
87_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
87_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
87_0	C(CC(C(C(C=O)=O)O)O)(O)=O	1	Aldol Condensation	176.032087976
87_1	C(CC(O)=O)=O	-1	Knoevenagel H	88.016043988
87_1	C(C(CO)=O)=O	-1	Knoevenagel H	88.016043988
87_1	C(CC(C(C(C=O)=O)O)O)(O)=O	1	Knoevenagel H	176.032087976
89_0	C(C)=O	-1	Aldol Condensation	44.026214748
89_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
89_0	C(CC(CC=O)O)(O)=O	1	Aldol Condensation	132.042258736
91_0	C(C(C)=O)(O)=O	-1	Aldol Condensation	88.016043988
91_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
91_0	C(CC(CC(C(O)=O)=O)O)(O)=O	1	Aldol Condensation	176.032087976
93_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
93_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
93_0	C(C(C=O)C(C(CO)=O)O)(O)=O	1	Aldol Condensation	176.032087976
93_1	C(CC(O)=O)=O	-1	Knoevenagel C	88.016043988
93_1	C(C(CO)=O)=O	-1	Knoevenagel C	88.016043988
93_1	C(C(C=O)C(C(CO)=O)O)(O)=O	1	Knoevenagel C	176.032087976
95_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
95_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
95_0	C(C(C=O)C(C=O)(CO)O)(O)=O	1	Aldol Condensation	176.032087976
95_1	C(CC(O)=O)=O	-1	Knoevenagel C	88.016043988
95_1	C(C(CO)=O)=O	-1	Knoevenagel C	88.016043988
95_1	C(C(C=O)C(C=O)(CO)O)(O)=O	1	Knoevenagel C	176.032087976
97_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
97_0	C=O	-1	Aldol Condensation	30.010564684
97_0	C(C(C=O)CO)(O)=O	1	Aldol Condensation	118.02660867200001
97_1	C(CC(O)=O)=O	-1	Knoevenagel C	88.016043988
97_1	C=O	-1	Knoevenagel C	30.010564684
97_1	C(C(C=O)CO)(O)=O	1	Knoevenagel C	118.02660867200001
98_0	C(C)=O	-1	Aldol Condensation	44.026214748
98_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
98_0	C(C(C=O)C(C)O)(O)=O	1	Aldol Condensation	132.042258736
98_1	C(C)=O	-1	Knoevenagel C	44.026214748
98_1	C(CC(O)=O)=O	-1	Knoevenagel C	88.016043988
98_1	C(C(C=O)C(C)O)(O)=O	1	Knoevenagel C	132.042258736
100_0	C(=O)=O	-1	Aldol Condensation	43.98982924
100_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
100_0	C(C(C(O)=O)C(O)=O)=O	1	Aldol Condensation	132.005873228
100_1	C(=O)=O	-1	Knoevenagel C	43.98982924
100_1	C(CC(O)=O)=O	-1	Knoevenagel C	88.016043988
100_1	C(C(C(O)=O)C(O)=O)=O	1	Knoevenagel C	132.005873228
102_0	C(C(C)=O)(O)=O	-1	Aldol Condensation	88.016043988
102_0	C(CC(O)=O)=O	-1	Aldol Condensation	88.016043988
102_0	C(C(C=O)C(C(O)=O)(C)O)(O)=O	1	Aldol Condensation	176.032087976
102_1	C(C(C)=O)(O)=O	-1	Knoevenagel C	88.016043988
102_1	C(CC(O)=O)=O	-1	Knoevenagel C	88.016043988
102_1	C(C(C=O)C(C(O)=O)(C)O)(O)=O	1	Knoevenagel C	176.032087976
104_0	C(C)=O	-1	Aldol Condensation	44.026214748
104_0	C(C(C)(CC=O)O)(O)=O	-1	Aldol Condensation	132.042258736
104_0	C(C(C)(CC(CC=O)O)O)(O)=O	1	Aldol Condensation	176.068473484
106_0	C(C(C)(CC=O)O)(O)=O	-1	Aldol Condensation	132.042258736
106_0	C=O	-1	Aldol Condensation	30.010564684
106_0	C(C(CO)C(C(O)=O)(C)O)=O	1	Aldol Condensation	162.05282342
106_1	C(C(C)(CC=O)O)(O)=O	-1	Knoevenagel C	132.042258736
106_1	C=O	-1	Knoevenagel C	30.010564684
106_1	C(C(CO)C(C(O)=O)(C)O)=O	1	Knoevenagel C	162.05282342
107_0	C(C)=O	-1	Aldol Condensation	44.026214748
107_0	C(C(C)(CC=O)O)(O)=O	-1	Aldol Condensation	132.042258736
107_0	C(C(C(C)O)C(C(O)=O)(C)O)=O	1	Aldol Condensation	176.068473484
107_1	C(C)=O	-1	Knoevenagel C	44.026214748
107_1	C(C(C)(CC=O)O)(O)=O	-1	Knoevenagel C	132.042258736
107_1	C(C(C(C)O)C(C(O)=O)(C)O)=O	1	Knoevenagel C	176.068473484
108_0	C(=O)=O	-1	Aldol Condensation	43.98982924
108_0	C(C(C)(CC=O)O)(O)=O	-1	Aldol Condensation	132.042258736
108_0	C(C(C=O)C(C(O)=O)(C)O)(O)=O	1	Aldol Condensation	176.032087976
108_1	C(=O)=O	-1	Knoevenagel C	43.98982924
108_1	C(C(C)(CC=O)O)(O)=O	-1	Knoevenagel C	132.042258736
108_1	C(C(C=O)C(C(O)=O)(C)O)(O)=O	1	Knoevenagel C	176.032087976
110_0	C(C)=O	-1	Aldol Condensation	44.026214748
110_0	C(CC(C(O)=O)=O)(O)=O	-1	Aldol Condensation	132.005873228
110_0	C(CC(C(O)=O)(CC=O)O)(O)=O	1	Aldol Condensation	176.032087976
112_0	C(CC(C(O)=O)=O)(O)=O	-1	Aldol Condensation	132.005873228
112_0	C=O	-1	Aldol Condensation	30.010564684
112_0	C(C(C(C(O)=O)=O)CO)(O)=O	1	Aldol Condensation	162.01643791200001
112_1	C(CC(C(O)=O)=O)(O)=O	-1	Knoevenagel C	132.005873228
112_1	C=O	-1	Knoevenagel C	30.010564684
112_1	C(C(C(C(O)=O)=O)CO)(O)=O	1	Knoevenagel C	162.01643791200001
113_0	C(C)=O	-1	Aldol Condensation	44.026214748
113_0	C(CC(C(O)=O)=O)(O)=O	-1	Aldol Condensation	132.005873228
113_0	C(C(C(C(O)=O)=O)C(C)O)(O)=O	1	Aldol Condensation	176.032087976
113_1	C(C)=O	-1	Knoevenagel C	44.026214748
113_1	C(CC(C(O)=O)=O)(O)=O	-1	Knoevenagel C	132.005873228
113_1	C(C(C(C(O)=O)=O)C(C)O)(O)=O	1	Knoevenagel C	176.032087976
115_0	C(=O)=O	-1	Aldol Condensation	43.98982924
115_0	C(CC(C(O)=O)=O)(O)=O	-1	Aldol Condensation	132.005873228
115_0	C(C(C(O)=O)C(C(O)=O)=O)(O)=O	1	Aldol Condensation	175.99570246800002
115_1	C(=O)=O	-1	Knoevenagel C	43.98982924
115_1	C(CC(C(O)=O)=O)(O)=O	-1	Knoevenagel C	132.005873228
115_1	C(C(C(O)=O)C(C(O)=O)=O)(O)=O	1	Knoevenagel C	175.99570246800002
117_0	C(C(O)=O)(CC(C(C)=O)=O)=O	-1	Aldol Condensation	158.021523292
117_0	C=O	-1	Aldol Condensation	30.010564684
117_0	C(C(C(C(C(C)=O)=O)CO)=O)(O)=O	1	Aldol Condensation	188.032087976
117_1	C(C(O)=O)(CC(C(C)=O)=O)=O	-1	Knoevenagel C	158.021523292
117_1	C=O	-1	Knoevenagel C	30.010564684
117_1	C(C(C(C(C(C)=O)=O)CO)=O)(O)=O	1	Knoevenagel C	188.032087976
119_0	C(C(O)=O)(CC(C(C)=O)=O)=O	-1	Aldol Condensation	158.021523292
119_0	C=O	-1	Aldol Condensation	30.010564684
119_0	C(C(CC(C(CCO)=O)=O)=O)(O)=O	1	Aldol Condensation	188.032087976
121_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
121_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
121_0	C(CO)(C(C(C(C=O)=O)O)O)=O	1	Aldol Condensation	176.032087976
121_1	C(C(CO)=O)=O	-1	Knoevenagel H	88.016043988
121_1	C(C(CO)=O)=O	-1	Knoevenagel H	88.016043988
121_1	C(CO)(C(C(C(C=O)=O)O)O)=O	1	Knoevenagel H	176.032087976
123_0	C(C)=O	-1	Aldol Condensation	44.026214748
123_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
123_0	C(CC(C(CO)=O)O)=O	1	Aldol Condensation	132.042258736
125_0	C(C(C)=O)(O)=O	-1	Aldol Condensation	88.016043988
125_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
125_0	C(CO)(C(CC(C(O)=O)=O)O)=O	1	Aldol Condensation	176.032087976
127_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
127_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
127_0	C(C(CO)(C(C(C=O)=O)O)O)=O	1	Aldol Condensation	176.032087976
127_1	C(C(CO)=O)=O	-1	Knoevenagel H	88.016043988
127_1	C(C(CO)=O)=O	-1	Knoevenagel H	88.016043988
127_1	C(C(CO)(C(C(C=O)=O)O)O)=O	1	Knoevenagel H	176.032087976
129_0	C(C)=O	-1	Aldol Condensation	44.026214748
129_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
129_0	C(C(CO)(CC=O)O)=O	1	Aldol Condensation	132.042258736
131_0	C(C(C)=O)(O)=O	-1	Aldol Condensation	88.016043988
131_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
131_0	C(C(CO)(CC(C(O)=O)=O)O)=O	1	Aldol Condensation	176.032087976
133_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
133_0	C=O	-1	Aldol Condensation	30.010564684
133_0	C(C(C(CO)O)=O)=O	1	Aldol Condensation	118.02660867200001
133_1	C(C(CO)=O)=O	-1	Knoevenagel H	88.016043988
133_1	C=O	-1	Knoevenagel H	30.010564684
133_1	C(C(C(CO)O)=O)=O	1	Knoevenagel H	118.02660867200001
135_0	C(C)=O	-1	Aldol Condensation	44.026214748
135_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
135_0	C(C(C(C(C)O)O)=O)=O	1	Aldol Condensation	132.042258736
135_1	C(C)=O	-1	Knoevenagel H	44.026214748
135_1	C(C(CO)=O)=O	-1	Knoevenagel H	88.016043988
135_1	C(C(C(C(C)O)O)=O)=O	1	Knoevenagel H	132.042258736
137_0	C(=O)=O	-1	Aldol Condensation	43.98982924
137_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
137_0	C(C(C(C=O)=O)O)(O)=O	1	Aldol Condensation	132.00587322799998
137_1	C(=O)=O	-1	Knoevenagel H	43.98982924
137_1	C(C(CO)=O)=O	-1	Knoevenagel H	88.016043988
137_1	C(C(C(C=O)=O)O)(O)=O	1	Knoevenagel H	132.00587322799998
139_0	C(C(C)=O)(O)=O	-1	Aldol Condensation	88.016043988
139_0	C(C(CO)=O)=O	-1	Aldol Condensation	88.016043988
139_0	C(C(C)(C(C(C=O)=O)O)O)(O)=O	1	Aldol Condensation	176.032087976
139_1	C(C(C)=O)(O)=O	-1	Knoevenagel H	88.016043988
139_1	C(C(CO)=O)=O	-1	Knoevenagel H	88.016043988
139_1	C(C(C)(C(C(C=O)=O)O)O)(O)=O	1	Knoevenagel H	176.032087976
141_0	C=O	-1	Aldol Condensation	30.010564684
141_0	C=C(C(O)=O)CC(C(O)=O)=O	-1	Aldol Condensation	158.021523292
141_0	C=C(C(O)=O)C(C(C(O)=O)=O)CO	1	Aldol Condensation	188.032087976
143_0	C=O	-1	Aldol Condensation	30.010564684
143_0	C(C1(C)CC(C(O1)=O)=O)(O)=O	-1	Aldol Condensation	158.021523292
143_0	C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O	1	Aldol Condensation	188.032087976
143_1	C=O	-1	Knoevenagel C	30.010564684
143_1	C(C1(C)CC(C(O1)=O)=O)(O)=O	-1	Knoevenagel C	158.021523292
143_1	C(C1(C)C(C(C(O1)=O)=O)CO)(O)=O	1	Knoevenagel C	188.032087976
145_0	C=O	-1	Aldol Condensation	30.010564684
145_0	C1(C(C)(CC(C(O1)=O)=O)O)=O	-1	Aldol Condensation	158.021523292
145_0	C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O	1	Aldol Condensation	188.032087976
145_1	C=O	-1	Knoevenagel C	30.010564684
145_1	C1(C(C)(CC(C(O1)=O)=O)O)=O	-1	Knoevenagel C	158.021523292
145_1	C1(C(C)(C(C(C(O1)=O)=O)CO)O)=O	1	Knoevenagel C	188.032087976
147_0	C(C)=O	-1	Aldol Condensation	44.026214748
147_0	C=O	-1	Aldol Condensation	30.010564684
147_0	C(CCO)=O	1	Aldol Condensation	74.036779432
149_0	C(C(C)=O)(O)=O	-1	Aldol Condensation	88.016043988
149_0	C=O	-1	Aldol Condensation	30.010564684
149_0	C(C(CCO)=O)(O)=O	1	Aldol Condensation	118.02660867200001
150_0	O	-1	Benzilic Acid Rearrangement	18.010564684
150_0	C(C(O)=O)(CC(C(C)=O)=O)=O	-1	Benzilic Acid Rearrangement	158.021523292
150_0	C(C(C)(CC(C(O)=O)=O)O)(O)=O	1	Benzilic Acid Rearrangement	176.032087976
151_0	O	-1	Benzilic Acid Rearrangement	18.010564684
151_0	C(C(CO)=O)=O	-1	Benzilic Acid Rearrangement	88.016043988
151_0	C(C(CO)O)(O)=O	1	Benzilic Acid Rearrangement	106.02660867200001
151_1	O	-1	Cannizarro 1	18.010564684
151_1	C(C(CO)=O)=O	-1	Cannizarro 1	88.016043988
151_1	C(C(CO)O)(O)=O	1	Cannizarro 1	106.02660867200001
153_0	C(C(C)(CC=O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	132.042258736
153_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
153_0	C(CC(C(C)=O)=O)=O	1	Benzilic Acid Rearrangement (inverse)	114.031694052
155_0	C(C(CO)(C(C)O)O)(O)=O	-1	Benzilic Acid Rearrangement (inverse)	150.05282342
155_0	O	1	Benzilic Acid Rearrangement (inverse)	18.010564684
155_0	C(C(CO)=O)(C(C)O)=O	1	Benzilic Acid Rearrangement (inverse)	132.042258736
